705349406	20171109	201711	2017	2017.8466	CHNMED	BEIJING	CHN					MED			CHNGOV	XI JINPING	CHN					GOV			1	090	090	09	2	-2.0	3	1	3	-1.6867469879518	4	Tiananmen Square, Beijing, China	CH	CH22	13001	39.9044	116.391	9244097	4	Tiananmen Square, Beijing, China	CH	CH22	13001	39.9044	116.391	9244097	4	Tiananmen Square, Beijing, China	CH	CH22	13001	39.9044	116.391	9244097	20171109134500	http://www.indiatvnews.com/news/world-donald-trump-xi-jinping-refuse-to-take-questions-from-media-in-beijing-411067
705349407	20171109	201711	2017	2017.8466	CHR	CHRISTIAN				CHR															1	1822	182	18	4	-9.0	10	1	10	-1.75438596491228	4	Lahore, Punjab, Pakistan	PK	PK04	23677	31.5497	74.3436	-2767043	0								4	Lahore, Punjab, Pakistan	PK	PK04	23677	31.5497	74.3436	-2767043	20171109134500	http://www.asianews.it/news-en/-A-week-of-prayer-in-memory-of-Shama-and-Shahzad,-a-Christian-couple-tortured-and-killed-three-years-ago-42276.html
705349408	20171109	201711	2017	2017.8466	CHR	CHRISTIAN				CHR					GOV	CHIEF EXECUTIVE						GOV			1	036	036	03	1	4.0	6	1	6	2.07715133531157	1	Italy	IT	IT		42.833333	12.833333	IT	1	Italy	IT	IT		42.833333	12.833333	IT	1	Italy	IT	IT		42.833333	12.833333	IT	20171109134500	http://www.instyle.co.uk/news/dior-leadership-shakeup
705349409	20171109	201711	2017	2017.8466	CHR	CHRISTIAN				CHR					ITA	ITALY	ITA								1	036	036	03	1	4.0	2	1	2	2.07715133531157	1	Italy	IT	IT		42.833333	12.833333	IT	1	Italy	IT	IT		42.833333	12.833333	IT	1	Italy	IT	IT		42.833333	12.833333	IT	20171109134500	http://www.instyle.co.uk/news/dior-leadership-shakeup
705349410	20171109	201711	2017	2017.8466	CHR	CHRISTIAN				CHR					ITAGOV	ITALY	ITA					GOV			1	036	036	03	1	4.0	2	1	2	2.07715133531157	1	Italy	IT	IT		42.833333	12.833333	IT	1	Italy	IT	IT		42.833333	12.833333	IT	1	Italy	IT	IT		42.833333	12.833333	IT	20171109134500	http://www.instyle.co.uk/news/dior-leadership-shakeup
705349411	20171109	201711	2017	2017.8466	CHR	CHRISTIAN				CHR					nav	NAVAJO			nav						1	036	036	03	1	4.0	1	1	1	-1.07066381156317	3	Smith Lake, Texas, United States	US	USTX	TX073	32.0161	-95.2347	1347279	3	Smith Lake, Texas, United States	US	USTX		32.0161	-95.2347	1347279	3	Houston, Texas, United States	US	USTX	TX201	29.7633	-95.3633	1380948	20171109134500	https://navajotimes.com/reznews/local-veterans-hit-snag-with-hurricane-donations/
705349412	20171109	201711	2017	2017.8466	CHR	CHRISTIAN				CHR					nav	NAVAJO			nav						1	036	036	03	1	4.0	1	1	1	-1.07066381156317	3	Houston, Texas, United States	US	USTX	TX201	29.7633	-95.3633	1380948	3	Houston, Texas, United States	US	USTX	TX201	29.7633	-95.3633	1380948	3	Smith Lake, Texas, United States	US	USTX		32.0161	-95.2347	1347279	20171109134500	https://navajotimes.com/reznews/local-veterans-hit-snag-with-hurricane-donations/
705349413	20171109	201711	2017	2017.8466	CHR	CHRISTIAN				CHR					nav	NAVAJO			nav						1	036	036	03	1	4.0	6	1	6	-1.07066381156317	3	Houston, Texas, United States	US	USTX	TX201	29.7633	-95.3633	1380948	3	Houston, Texas, United States	US	USTX	TX201	29.7633	-95.3633	1380948	3	Houston, Texas, United States	US	USTX	TX201	29.7633	-95.3633	1380948	20171109134500	https://navajotimes.com/reznews/local-veterans-hit-snag-with-hurricane-donations/
705349414	20171109	201711	2017	2017.8466	CHRCTH	CATHOLIC BISHOP				CHR	CTH				PTY	POLITICIAN									1	020	020	02	1	3.0	10	1	10	-1.64609053497943	4	Eldoret, Rift Valley, Kenya	KE	KE08	18585	0.520356	35.2699	-2244119	4	Eldoret, Rift Valley, Kenya	KE	KE08	18585	0.520356	35.2699	-2244119	4	Eldoret, Rift Valley, Kenya	KE	KE08	18585	0.520356	35.2699	-2244119	20171109134500	http://www.nation.co.ke/counties/nakuru/Bishop-Cornelius-Korir-memorial/1183314-4179854-ok3jwnz/
705349415	20171109	201711	2017	2017.8466	CHRCTH	CATHOLIC BISHOP				CHR	CTH				REL	BISHOP									1	020	020	02	1	3.0	10	1	10	-1.64609053497943	4	Nairobi, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8167	-2258072	4	Nairobi, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8167	-2258072	4	Nairobi, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8167	-2258072	20171109134500	http://www.nation.co.ke/counties/nakuru/Bishop-Cornelius-Korir-memorial/1183314-4179854-ok3jwnz/
705349416	20171109	201711	2017	2017.8466	CHRCTH	CATHOLIC				CHR	CTH				USA	UNITED STATES	USA								1	020	020	02	1	3.0	10	1	10	-1.6	0								0								0								20171109134500	http://www.catholicculture.org/news/headlines/index.cfm?storyid=33818
705349417	20171109	201711	2017	2017.8466	COL	COLOMBIA	COL																		0	043	043	04	1	2.8	1	1	1	-2.24887556221889	1	Colombia	CO	CO		4	-72	CO	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	20171109134500	http://todaycolombia.com/colombia-minister-of-justice-asks-us-to-shift-from-aerial-drug-fumigation-efforts/
705349418	20171109	201711	2017	2017.8466	COL	COLOMBIA	COL																		1	112	112	11	3	-2.0	10	1	10	-2.72952853598015	4	Catatumbo, Santander, Colombia	CO	CO26	14271	7.26389	-73.3011	4198	0								4	Catatumbo, Santander, Colombia	CO	CO26	14271	7.26389	-73.3011	4198	20171109134500	https://colombiareports.com/farc-accused-helping-eln-consolidate-power-oas/
705349419	20171109	201711	2017	2017.8466	COL	COLOMBIA	COL								COLMED	COLOMBIA	COL					MED			1	013	013	01	1	0.4	2	1	2	-5.4590570719603	4	Guaviare, GuainíCO, Colombia	CO	CO15	18585	3.92421	-67.8632	-585886	4	Guaviare, GuainíCO, Colombia	CO	CO15	18585	3.92421	-67.8632	-585886	4	Guaviare, GuainíCO, Colombia	CO	CO15	18585	3.92421	-67.8632	-585886	20171109134500	http://todaycolombia.com/colombia-to-continue-using-controverial-glysophate-for-coca-eradication-police/
705349420	20171109	201711	2017	2017.8466	COP	POLICE						COP													1	010	010	01	1	0.0	10	1	10	-9.2741935483871	3	Cincinnati, Ohio, United States	US	USOH	OH061	39.162	-84.4569	1066650	0								3	Cincinnati, Ohio, United States	US	USOH	OH061	39.162	-84.4569	1066650	20171109134500	http://www.krem.com/news/local/spokane-county/man-arrested-for-ramming-into-cars-while-intoxicated-in-n-spokane/490506993
705349421	20171109	201711	2017	2017.8466	COP	DETECTIVE						COP													0	010	010	01	1	0.0	10	1	10	-7.96130952380952	3	Indianapolis, Indiana, United States	US	USIN	IN097	39.7684	-86.158	452890	0								3	Indianapolis, Indiana, United States	US	USIN	IN097	39.7684	-86.158	452890	20171109134500	https://www.indystar.com/story/news/crime/2017/11/09/teen-violence-indianapolis-crime-news-shooting-recent-murders-impd/840919001/
705349422	20171109	201711	2017	2017.8466	COP	POLICE						COP													1	010	010	01	1	0.0	10	1	10	-6.8870523415978	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	0								2	Virginia, United States	US	USVA		37.768	-78.2057	VA	20171109134500	https://www.wsls.com/news/virginia/roanoke/breaking-shooting-in-roanoke-1
705349423	20171109	201711	2017	2017.8466	COP	POLICE						COP													1	011	011	01	1	-0.1	2	1	2	-2.66272189349113	3	Androscoggin County Jail, Maine, United States	US	USME	ME001	44.0981	-70.2242	1908757	0								3	Androscoggin County Jail, Maine, United States	US	USME		44.0981	-70.2242	1908757	20171109134500	https://www.bostonglobe.com/metro/2017/11/09/plymouth-year-old-girls-reported-missing-found-safe-maine/bD04efb5CsInq1BfsDtaCN/story.html
705349424	20171109	201711	2017	2017.8466	COP	POLICE						COP													1	011	011	01	1	-0.1	8	1	8	-2.66272189349113	2	Maine, United States	US	USME		44.6074	-69.3977	ME	0								2	Maine, United States	US	USME		44.6074	-69.3977	ME	20171109134500	https://www.bostonglobe.com/metro/2017/11/09/plymouth-year-old-girls-reported-missing-found-safe-maine/bD04efb5CsInq1BfsDtaCN/story.html
705349425	20171109	201711	2017	2017.8466	COP	PRISON						COP													1	015	015	01	1	0.0	6	1	6	-6.98529411764706	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	0								2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	20171109134500	http://www.elkharttruth.com/news/woman-receives---year-sentence-in-fourth-meth-conviction/article_96a1d43f-25a5-51c8-aa25-8008ecbdb59a.html
705349426	20171109	201711	2017	2017.8466	COP	TROOPER						COP													0	040	040	04	1	1.0	6	1	6	-1.25984251968504	2	Oregon, United States	US	USOR		44.5672	-122.127	OR	0								2	Oregon, United States	US	USOR		44.5672	-122.127	OR	20171109134500	http://www.dcourier.com/news/2017/nov/09/mohave-county-honors-slain-militia-member-oregon-s/
705349427	20171109	201711	2017	2017.8466	COP	POLICE						COP													1	043	043	04	1	2.8	10	1	10	-3.11614730878187	3	Rutgers University, New Jersey, United States	US	USNJ	NJ023	40.4995	-74.4443	879869	0								3	Rutgers University, New Jersey, United States	US	USNJ		40.4995	-74.4443	879869	20171109134500	http://gulfnews.com/opinion/today-in-history/november-10-1987-uk-spy-gets-35-years-in-jail-1.2121737
705349428	20171109	201711	2017	2017.8466	COP	LAW ENFORCEMENT AGENCIES						COP													1	046	046	04	1	7.0	10	1	10	1.65912518853695	3	Sarpy County, Nebraska, United States	US	USNE	NE153	41.1	-96.1336	835898	0								3	Sarpy County, Nebraska, United States	US	USNE		41.1	-96.1336	835898	20171109134500	http://www.omaha.com/sarpy/gretna/wagner-to-direct-sdlea/article_b94a83c7-9bb5-5e08-bea6-ed1562ed7717.html
705349429	20171109	201711	2017	2017.8466	COP	POLICE						COP													1	071	071	07	2	7.4	8	1	8	-1.86335403726708	4	Bratislava, Bratislavsky Kraj, Slovak Republic	LO	LO02	25445	48.15	17.1167	-840999	0								4	Bratislava, Bratislavsky Kraj, Slovak Republic	LO	LO02	25445	48.15	17.1167	-840999	20171109134500	https://spectator.sme.sk/c/20692404/police-did-not-confirm-foreign-funds-for-lsns.html
705349430	20171109	201711	2017	2017.8466	COP	POLICE						COP													1	071	071	07	2	7.4	2	1	2	-1.86335403726708	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	0								4	Bratislava, Bratislavsky Kraj, Slovak Republic	LO	LO02	25445	48.15	17.1167	-840999	20171109134500	https://spectator.sme.sk/c/20692404/police-did-not-confirm-foreign-funds-for-lsns.html
705349431	20171109	201711	2017	2017.8466	COP	POLICE						COP													0	090	090	09	2	-2.0	5	1	5	-8.08510638297872	4	Cheras, Malaysia (general), Malaysia	MY	MY00	18585	3.05	101.767	-2360826	0								4	Cheras, Malaysia (general), Malaysia	MY	MY00	18585	3.05	101.767	-2360826	20171109134500	https://www.nst.com.my/news/crime-courts/2017/11/301411/serial-kicker-released-prison-only-four-months-ago-arrested-again
705349432	20171109	201711	2017	2017.8466	COP	DEPUTIES						COP													0	090	090	09	2	-2.0	1	1	1	-5.52659019812304	3	Comal County, Texas, United States	US	USTX	TX091	29.8169	-98.3003	1383831	0								3	Comal County, Texas, United States	US	USTX		29.8169	-98.3003	1383831	20171109134500	http://www.dailymail.co.uk/news/article-5066067/Texas-church-shooter-s-father-breaks-silence.html
705349433	20171109	201711	2017	2017.8466	COP	POLICE						COP													1	120	120	12	3	-4.0	7	1	7	-7.84313725490196	3	Berks County, Pennsylvania, United States	US	USPA	PA011	40.6254	-75.8749	1209172	0								3	Berks County, Pennsylvania, United States	US	USPA		40.6254	-75.8749	1209172	20171109134500	http://www.timesleader.com/national/state/681841/police-pennsylvania-man-kills-woman-after-she-rejects-marriage-proposal
705349434	20171109	201711	2017	2017.8466	COP	POLICE						COP													1	120	120	12	3	-4.0	2	1	2	-2.66272189349113	3	Androscoggin County Jail, Maine, United States	US	USME	ME001	44.0981	-70.2242	1908757	0								3	Androscoggin County Jail, Maine, United States	US	USME		44.0981	-70.2242	1908757	20171109134500	https://www.bostonglobe.com/metro/2017/11/09/plymouth-year-old-girls-reported-missing-found-safe-maine/bD04efb5CsInq1BfsDtaCN/story.html
705349435	20171109	201711	2017	2017.8466	COP	POLICE						COP													1	120	120	12	3	-4.0	8	1	8	-2.66272189349113	2	Maine, United States	US	USME		44.6074	-69.3977	ME	0								2	Maine, United States	US	USME		44.6074	-69.3977	ME	20171109134500	https://www.bostonglobe.com/metro/2017/11/09/plymouth-year-old-girls-reported-missing-found-safe-maine/bD04efb5CsInq1BfsDtaCN/story.html
705349436	20171109	201711	2017	2017.8466	COP	POLICE						COP													0	122	122	12	3	-4.0	10	1	10	-6.8870523415978	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	0								2	Virginia, United States	US	USVA		37.768	-78.2057	VA	20171109134500	https://www.wsls.com/news/virginia/roanoke/breaking-shooting-in-roanoke-1
705349437	20171109	201711	2017	2017.8466	COP	SECURITY FORCE						COP													0	141	141	14	3	-6.5	1	1	1	-2.24887556221889	1	Colombia	CO	CO		4	-72	CO	0								1	Colombia	CO	CO		4	-72	CO	20171109134500	http://todaycolombia.com/colombia-minister-of-justice-asks-us-to-shift-from-aerial-drug-fumigation-efforts/
705349438	20171109	201711	2017	2017.8466	COP	SECURITY FORCE						COP													0	141	141	14	3	-6.5	4	1	4	-2.24887556221889	2	New York, United States	US	USNY		42.1497	-74.9384	NY	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	20171109134500	http://todaycolombia.com/colombia-minister-of-justice-asks-us-to-shift-from-aerial-drug-fumigation-efforts/
705349439	20171109	201711	2017	2017.8466	COP	PRISON						COP													1	173	173	17	4	-5.0	6	1	6	-6.98529411764706	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	0								2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	20171109134500	http://www.elkharttruth.com/news/woman-receives---year-sentence-in-fourth-meth-conviction/article_96a1d43f-25a5-51c8-aa25-8008ecbdb59a.html
705349440	20171109	201711	2017	2017.8466	COP	PRISON						COP													0	173	173	17	4	-5.0	6	1	6	-10.0194552529183	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	0								2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	20171109134500	https://blackamericaweb.com/2017/11/09/meek-mill-begins-prison-stint-as-ethical-questions-surround-judge/
705349441	20171109	201711	2017	2017.8466	COP	POLICE						COP			ARE	EMIRATI	ARE								0	040	040	04	1	1.0	10	1	10	-7.53768844221105	1	Pakistan	PK	PK		30	70	PK	1	Pakistan	PK	PK		30	70	PK	1	Pakistan	PK	PK		30	70	PK	20171109134500	http://gulfnews.com/news/uae/courts/cabbie-stole-elderly-woman-s-money-from-forgotten-wallet-1.2121689
705349442	20171109	201711	2017	2017.8466	COP	POLICE						COP			AUS	VICTORIA	AUS								1	043	043	04	1	2.8	10	1	10	-4.68085106382979	0								0								0								20171109134500	http://www.smh.com.au/victoria/ban-on-new-pubs-planned-in-push-to-end-family-violence-in-alcohol-harm-zones-20171109-gzi7br.html
705349443	20171109	201711	2017	2017.8466	COP	POLICE						COP			CAN	MONTREAL	CAN								1	090	090	09	2	-2.0	4	1	4	-7.43801652892562	4	Montreal, Quebec, Canada	CA	CA10	12713	45.5	-73.5833	-569541	4	Montreal, Quebec, Canada	CA	CA10	12713	45.5	-73.5833	-569541	4	Montreal, Quebec, Canada	CA	CA10	12713	45.5	-73.5833	-569541	20171109134500	http://montreal.ctvnews.ca/bei-investigating-death-of-man-in-montreal-jail-cell-1.3670156
705349444	20171109	201711	2017	2017.8466	COP	POLICE						COP			CANCOP	MONTREAL	CAN					COP			1	090	090	09	2	-2.0	6	1	6	-7.43801652892562	4	Montreal, Quebec, Canada	CA	CA10	12713	45.5	-73.5833	-569541	4	Montreal, Quebec, Canada	CA	CA10	12713	45.5	-73.5833	-569541	4	Montreal, Quebec, Canada	CA	CA10	12713	45.5	-73.5833	-569541	20171109134500	http://montreal.ctvnews.ca/bei-investigating-death-of-man-in-montreal-jail-cell-1.3670156
705349445	20171109	201711	2017	2017.8466	COP	POLICE CHIEF						COP			COL	COLOMBIA	COL								1	040	040	04	1	1.0	2	1	2	-5.79545454545455	1	Colombia	CO	CO		4	-72	CO	1	Colombia	CO	CO		4	-72	CO	1	Colombia	CO	CO		4	-72	CO	20171109134500	http://todaycolombia.com/colombia-drug-turns-victims-into-zombies-men-and-foreigners-in-danger/
705349446	20171109	201711	2017	2017.8466	COP	POLICE						COP			COLMED	COLOMBIA	COL					MED			1	010	010	01	1	0.0	4	1	4	-5.4590570719603	4	Guaviare, GuainíCO, Colombia	CO	CO15	18585	3.92421	-67.8632	-585886	4	Guaviare, GuainíCO, Colombia	CO	CO15	18585	3.92421	-67.8632	-585886	4	Guaviare, GuainíCO, Colombia	CO	CO15	18585	3.92421	-67.8632	-585886	20171109134500	http://todaycolombia.com/colombia-to-continue-using-controverial-glysophate-for-coca-eradication-police/
705349447	20171109	201711	2017	2017.8466	COP	POLICE						COP			COPMIL	POLICE						COP	MIL		1	112	112	11	3	-2.0	20	1	20	-12.5	0								0								0								20171109134500	http://www.wbal.com/article/275621/21/aberdeen-police-lieutenant-charged-accused-of-stealing-drugs
705349448	20171109	201711	2017	2017.8466	COP	POLICE FORCE						COP			CRM	CRIMINAL						CRM			0	091	091	09	2	-2.0	3	1	3	-3.9766081871345	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20171109134500	http://www.business-standard.com/article/pti-stories/solar-panel-commission-indicts-ex-cm-chandy-and-others-117110901237_1.html
705349449	20171109	201711	2017	2017.8466	COP	POLICE FORCE						COP			CRM	CRIMINAL						CRM			0	091	091	09	2	-2.0	2	1	2	-3.9766081871345	5	Kerala, Kerala, India	IN	IN13	17699	10	76.5	-2100307	5	Kerala, Kerala, India	IN	IN13	17699	10	76.5	-2100307	5	Kerala, Kerala, India	IN	IN13	17699	10	76.5	-2100307	20171109134500	http://www.business-standard.com/article/pti-stories/solar-panel-commission-indicts-ex-cm-chandy-and-others-117110901237_1.html
705349450	20171109	201711	2017	2017.8466	COP	POLICE						COP			GBR	MANCHESTER	GBR								1	1711	171	17	4	-9.2	10	1	10	-4.77386934673367	0								0								0								20171109134500	http://www.manchestereveningnews.co.uk/news/greater-manchester-news/crack-cocaine-heroin-seized-police-13878832
705349451	20171109	201711	2017	2017.8466	COP	POLICE						COP			GBR	MANCHESTER	GBR								1	190	190	19	4	-10.0	10	1	10	-4.77386934673367	0								0								0								20171109134500	http://www.manchestereveningnews.co.uk/news/greater-manchester-news/crack-cocaine-heroin-seized-police-13878832
705349452	20171109	201711	2017	2017.8466	COP	POLICE						COP			HLH	HOSPITAL						HLH			0	042	042	04	1	1.9	4	1	4	-7.22175021240442	1	Netherlands	NL	NL		52.5	5.75	NL	1	Netherlands	NL	NL		52.5	5.75	NL	1	Netherlands	NL	NL		52.5	5.75	NL	20171109134500	https://www.thesun.co.uk/news/4876816/bristol-acid-attack-mark-van-dongen-murder-trial-euthanasia/
705349453	20171109	201711	2017	2017.8466	COP	DEPUTY						COP			JUD	HIGH COURT						JUD			1	010	010	01	1	0.0	10	1	10	-2.7542372881356	4	Kiharu, Central, Kenya	KE	KE01	18585	-0.716667	37.15	-2250537	4	Kiharu, Central, Kenya	KE	KE01	18585	-0.716667	37.15	-2250537	4	Kiharu, Central, Kenya	KE	KE01	18585	-0.716667	37.15	-2250537	20171109134500	http://www.businessdailyafrica.com/economy/Matiba-seeks-Sh234m-suit-costs-from-State/3946234-4179262-11aq283z/
705349454	20171109	201711	2017	2017.8466	COP	DEPUTY						COP			KEN	KENYA	KEN								1	173	173	17	4	-5.0	4	1	4	-2.7542372881356	4	Kiharu, Central, Kenya	KE	KE01	18585	-0.716667	37.15	-2250537	4	Kiharu, Central, Kenya	KE	KE01	18585	-0.716667	37.15	-2250537	4	Kiharu, Central, Kenya	KE	KE01	18585	-0.716667	37.15	-2250537	20171109134500	http://www.businessdailyafrica.com/economy/Matiba-seeks-Sh234m-suit-costs-from-State/3946234-4179262-11aq283z/
705349455	20171109	201711	2017	2017.8466	COP	SECURITY OFFICER						COP			KORGOVMIL	SOUTH KOREA	KOR					GOV	MIL		0	040	040	04	1	1.0	2	1	2	-1.19156736938588	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	20171109134500	http://www.defenseone.com/news/2017/11/the-d-brief-november-09-2017/142414/
705349456	20171109	201711	2017	2017.8466	COP	DEPUTY						COP			MDV	MALE	MDV								1	010	010	01	1	0.0	2	1	2	-5.71428571428571	3	Odanah, Wisconsin, United States	US	USWI	WI003	46.6083	-90.6969	1570746	3	Odanah, Wisconsin, United States	US	USWI	WI003	46.6083	-90.6969	1570746	3	Ashland County, Wisconsin, United States	US	USWI		46.3999	-90.8335	1581061	20171109134500	http://lacrossetribune.com/news/state-and-regional/wi/boy-fatally-shot-by-deputy-in-ashland-county/article_23194c6a-a53b-5afe-bd29-d8daa5ca8000.html
705349457	20171109	201711	2017	2017.8466	COP	DEPUTY						COP			MDV	MALE	MDV								1	010	010	01	1	0.0	4	1	4	-5.71428571428571	2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	20171109134500	http://lacrossetribune.com/news/state-and-regional/wi/boy-fatally-shot-by-deputy-in-ashland-county/article_23194c6a-a53b-5afe-bd29-d8daa5ca8000.html
705349458	20171109	201711	2017	2017.8466	COP	DEPUTY						COP			MDV	MALE	MDV								1	190	190	19	4	-10.0	2	1	2	-5.71428571428571	3	Odanah, Wisconsin, United States	US	USWI	WI003	46.6083	-90.6969	1570746	3	Ashland County, Wisconsin, United States	US	USWI		46.3999	-90.8335	1581061	3	Odanah, Wisconsin, United States	US	USWI	WI003	46.6083	-90.6969	1570746	20171109134500	http://lacrossetribune.com/news/state-and-regional/wi/boy-fatally-shot-by-deputy-in-ashland-county/article_23194c6a-a53b-5afe-bd29-d8daa5ca8000.html
705349459	20171109	201711	2017	2017.8466	COP	POLICE						COP			MED	NEWSPAPER						MED			1	010	010	01	1	0.0	2	1	2	-5.4590570719603	4	Guaviare, GuainíCO, Colombia	CO	CO15	18585	3.92421	-67.8632	-585886	4	Guaviare, GuainíCO, Colombia	CO	CO15	18585	3.92421	-67.8632	-585886	4	Guaviare, GuainíCO, Colombia	CO	CO15	18585	3.92421	-67.8632	-585886	20171109134500	http://todaycolombia.com/colombia-to-continue-using-controverial-glysophate-for-coca-eradication-police/
705349460	20171109	201711	2017	2017.8466	COP	POLICE						COP			MYS	KUALA LUMPUR	MYS								1	173	173	17	4	-5.0	2	1	2	-6.74157303370786	4	Puchong, Malaysia (general), Malaysia	MY	MY00	18585	3	101.617	-2388189	4	Puchong, Malaysia (general), Malaysia	MY	MY00	18585	3	101.617	-2388189	4	Puchong, Malaysia (general), Malaysia	MY	MY00	18585	3	101.617	-2388189	20171109134500	https://www.nst.com.my/news/crime-courts/2017/11/301413/cake-shop-manager-arrested-allegedly-raping-his-teenage-worker
705349461	20171109	201711	2017	2017.8466	COP	POLICE						COP			MYS	KUALA LUMPUR	MYS								1	1821	182	18	4	-9.0	2	1	2	-6.74157303370786	4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	20171109134500	https://www.nst.com.my/news/crime-courts/2017/11/301413/cake-shop-manager-arrested-allegedly-raping-his-teenage-worker
705349462	20171109	201711	2017	2017.8466	COP	POLICE OFFICER						COP			PAK	KARACHI	PAK								1	190	190	19	4	-10.0	10	1	10	-10.2449888641425	5	Balochistan, Balochistan, Pakistan	PK	PK02	40300	28.4785	65.6436	-2755738	5	Balochistan, Balochistan, Pakistan	PK	PK02	40300	28.4785	65.6436	-2755738	5	Balochistan, Balochistan, Pakistan	PK	PK02	40300	28.4785	65.6436	-2755738	20171109134500	http://www.deccanherald.com/content/641846/aig-among-4-police-officers.html
705349463	20171109	201711	2017	2017.8466	COP	POLICE						COP			RUS	RUSSIAN	RUS								1	173	173	17	4	-5.0	7	1	7	-16.0714285714286	4	Nizhnekamsk, Tatarstan, Russia	RS	RS73	25102	55.6366	51.8245	-2966107	4	Nizhnekamsk, Tatarstan, Russia	RS	RS73	25102	55.6366	51.8245	-2966107	4	Nizhnekamsk, Tatarstan, Russia	RS	RS73	25102	55.6366	51.8245	-2966107	20171109134500	https://www.rferl.org/a/russia-police-torture/28844469.html
705349464	20171109	201711	2017	2017.8466	COP	POLICE OFFICER						COP			TUR	ANKARA	TUR								1	190	190	19	4	-10.0	8	1	8	-8.59375	4	Etimesgut, Ankara, Turkey	TU	TU68	27533	39.9533	32.6329	-748750	4	Etimesgut, Ankara, Turkey	TU	TU68	27533	39.9533	32.6329	-748750	4	Etimesgut, Ankara, Turkey	TU	TU68	27533	39.9533	32.6329	-748750	20171109134500	http://www.yenisafak.com/en/news/turkey-detains-more-than-100-daesh-suspects-2797919
705349465	20171109	201711	2017	2017.8466	COP	PRISON						COP			USA	PHILADELPHIA	USA								0	030	030	03	1	4.0	2	1	2	-7.62867647058828	3	Philadelphia, Pennsylvania, United States	US	USPA	PA101	39.9523	-75.1638	1209052	3	Philadelphia, Pennsylvania, United States	US	USPA	PA101	39.9523	-75.1638	1209052	3	Philadelphia, Pennsylvania, United States	US	USPA	PA101	39.9523	-75.1638	1209052	20171109134500	https://www.citylab.com/equity/2017/11/where-does-meek-mill-fit-in-this-supposed-era-of-criminal-justice-reform/545222/
705349466	20171109	201711	2017	2017.8466	COP	POLICE						COP			USA	IOWA	USA								0	043	043	04	1	2.8	2	1	2	-1.03761348897535	3	Cedar Rapids, Iowa, United States	US	USIA	IA113	42.0083	-91.6441	465941	3	Cedar Rapids, Iowa, United States	US	USIA		42.0083	-91.6441	465941	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	20171109134500	http://www.mdjonline.com/neighbor_newspapers/extra/news/civil-service-commission-rules-in-favor-of-former-davenport-fire/article_ae95d0e0-4057-5e9a-aba6-998d246f6d42.html
705349467	20171109	201711	2017	2017.8466	COP	POLICE						COP			USA	IOWA	USA								0	043	043	04	1	2.8	8	1	8	-1.03761348897535	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	20171109134500	http://www.mdjonline.com/neighbor_newspapers/extra/news/civil-service-commission-rules-in-favor-of-former-davenport-fire/article_ae95d0e0-4057-5e9a-aba6-998d246f6d42.html
705349468	20171109	201711	2017	2017.8466	COP	DEPUTIES						COP			USA	UNITED STATES	USA								0	090	090	09	2	-2.0	2	1	2	-5.52659019812304	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Colorado, United States	US	USCO		39.0646	-105.327	CO	20171109134500	http://www.dailymail.co.uk/news/article-5066067/Texas-church-shooter-s-father-breaks-silence.html
