704155189	20171105	201711	2017	2017.8356	COPGOV	DEPUTY						COP	GOV		GOV	FIREFIGHTER						GOV			1	192	192	19	4	-9.5	10	1	10	-3.59712230215827	0								0								0								20171105230000	http://www.news-gazette.com/news/local/2017-11-05/injury-reported-following-fire-champaign-duplex.html
704155190	20171105	201711	2017	2017.8356	CRI	COSTA RICA	CRI								EGY	EGYPTIAN	EGY								0	043	043	04	1	2.8	2	1	2	2.31023102310231	1	Egypt	EG	EG		27	30	EG	1	Romania	RO	RO		46	25	RO	1	Egypt	EG	EG		27	30	EG	20171105230000	https://www.businessinsider.com.au/the-most-followed-instagram-travel-accounts-2017-11
704155191	20171105	201711	2017	2017.8356	CRM	THIEF						CRM			AUS	AUSTRALIA	AUS								0	090	090	09	2	-2.0	1	1	1	-1.43338954468802	4	Brewarrina, New South Wales, Australia	AS	AS02	5096	-29.9607	146.86	-1561572	4	Brewarrina, New South Wales, Australia	AS	AS02	5096	-29.9607	146.86	-1561572	4	Brewarrina, New South Wales, Australia	AS	AS02	5096	-29.9607	146.86	-1561572	20171105230000	http://www.theland.com.au/story/5033418/sterle-slams-sa-labor-colleague-as-clown-over-political-stunt/?cs=4963
704155192	20171105	201711	2017	2017.8356	CRM	THIEF						CRM			AUSCVL	AUSTRALIA	AUS					CVL			0	090	090	09	2	-2.0	1	1	1	-1.43338954468802	4	Brewarrina, New South Wales, Australia	AS	AS02	5096	-29.9607	146.86	-1561572	4	Brewarrina, New South Wales, Australia	AS	AS02	5096	-29.9607	146.86	-1561572	4	Brewarrina, New South Wales, Australia	AS	AS02	5096	-29.9607	146.86	-1561572	20171105230000	http://www.theland.com.au/story/5033418/sterle-slams-sa-labor-colleague-as-clown-over-political-stunt/?cs=4963
704155193	20171105	201711	2017	2017.8356	CRM	THIEF						CRM			CVL	HUNTER						CVL			0	090	090	09	2	-2.0	3	1	3	-1.43338954468802	4	Darling River, New South Wales, Australia	AS	AS02	5398	-34.0333	141.917	-1569003	4	Darling River, New South Wales, Australia	AS	AS02	5398	-34.0333	141.917	-1569003	4	Darling River, New South Wales, Australia	AS	AS02	5398	-34.0333	141.917	-1569003	20171105230000	http://www.theland.com.au/story/5033418/sterle-slams-sa-labor-colleague-as-clown-over-political-stunt/?cs=4963
704155194	20171105	201711	2017	2017.8356	CRM	CRIMINAL						CRM			MEX	MEXICAN	MEX								0	020	020	02	1	3.0	1	1	1	-1.38696255201109	4	Cristo Rey, Sinaloa, Mexico	MX	MX25	20887	22.5833	-105.733	-3826328	4	Cristo Rey, Sinaloa, Mexico	MX	MX25	20887	22.5833	-105.733	-3826328	4	Cristo Rey, Sinaloa, Mexico	MX	MX25	20887	22.5833	-105.733	-3826328	20171105230000	http://www.catholic.org/news/hf/faith/story.php?id=76317
704155195	20171105	201711	2017	2017.8356	CRM	ASSAILANT						CRM			PHL	PHILIPPINE	PHL								0	190	190	19	4	-10.0	4	1	4	-3.31010452961673	5	Compostela Valley, Compostela Valley Province, Philippines	RP	RPI6	24266	7.59195	126.073	-2422345	5	Compostela Valley, Compostela Valley Province, Philippines	RP	RPI6	24266	7.59195	126.073	-2422345	5	Compostela Valley, Compostela Valley Province, Philippines	RP	RPI6	24266	7.59195	126.073	-2422345	20171105230000	http://www.philstar.com/cebu-news/2017/11/06/1756196/groups-march-pray-vs-ejk
704155196	20171105	201711	2017	2017.8356	CVL	COMMUNITY						CVL													0	013	013	01	1	0.4	10	1	10	0	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	0								1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	20171105230000	http://www.mynbc5.com/article/film-festival-sheds-light-on-regional-international-conversations-wraps-sunday/13303709
704155197	20171105	201711	2017	2017.8356	CVL	VOTER						CVL													1	014	014	01	1	0.0	3	1	3	-1.0909090909091	3	Wichita, Kansas, United States	US	USKS	KS173	37.6922	-97.3375	473862	0								3	Wichita, Kansas, United States	US	USKS	KS173	37.6922	-97.3375	473862	20171105230000	http://www.kansas.com/news/politics-government/article182905801.html
704155198	20171105	201711	2017	2017.8356	CVL	VOTER						CVL													1	014	014	01	1	0.0	2	1	2	-1.0909090909091	3	Sedgwick County, Kansas, United States	US	USKS	KS173	37.7167	-97.4503	485049	0								3	Sedgwick County, Kansas, United States	US	USKS		37.7167	-97.4503	485049	20171105230000	http://www.kansas.com/news/politics-government/article182905801.html
704155199	20171105	201711	2017	2017.8356	CVL	VOTER						CVL													0	015	015	01	1	0.0	10	1	10	-2.83775447254781	1	Jersey	JE	JE		49.216667	-2.116667	JE	0								1	Jersey	JE	JE		49.216667	-2.116667	JE	20171105230000	https://www.nytimes.com/2017/11/05/us/tax-bill-blue-state.html
704155200	20171105	201711	2017	2017.8356	CVL	POPULATION						CVL													1	070	070	07	2	7.0	5	1	5	-0.66115702479339	4	Jaipur, Rajasthan, India	IN	IN24	17847	26.9167	75.8167	-2098033	0								4	Jaipur, Rajasthan, India	IN	IN24	17847	26.9167	75.8167	-2098033	20171105230000	http://www.mydigitalfc.com/miscellany/indian-diamond-industry-may-lose-monopoly
704155201	20171105	201711	2017	2017.8356	CVL	VOTER						CVL													0	110	110	11	3	-2.0	8	1	8	-1.0909090909091	3	Wichita, Kansas, United States	US	USKS	KS173	37.6922	-97.3375	473862	0								3	Wichita, Kansas, United States	US	USKS	KS173	37.6922	-97.3375	473862	20171105230000	http://www.kansas.com/news/politics-government/article182905801.html
704155202	20171105	201711	2017	2017.8356	CVL	VOTER						CVL													0	110	110	11	3	-2.0	2	1	2	-1.0909090909091	3	Wichita, Kansas, United States	US	USKS	KS173	37.6922	-97.3375	473862	0								3	Sedgwick County, Kansas, United States	US	USKS		37.7167	-97.4503	485049	20171105230000	http://www.kansas.com/news/politics-government/article182905801.html
704155203	20171105	201711	2017	2017.8356	CVL	VOTER						CVL													0	110	110	11	3	-2.0	2	1	2	-1.0909090909091	3	Wichita, Kansas, United States	US	USKS	KS173	37.6922	-97.3375	473862	0								2	Kansas, United States	US	USKS		38.5111	-96.8005	KS	20171105230000	http://www.kansas.com/news/politics-government/article182905801.html
704155204	20171105	201711	2017	2017.8356	CVL	VOTER						CVL													0	110	110	11	3	-2.0	2	1	2	-1.0909090909091	3	Sedgwick County, Kansas, United States	US	USKS	KS173	37.7167	-97.4503	485049	0								3	Sedgwick County, Kansas, United States	US	USKS		37.7167	-97.4503	485049	20171105230000	http://www.kansas.com/news/politics-government/article182905801.html
704155205	20171105	201711	2017	2017.8356	CVL	VOTER						CVL													0	110	110	11	3	-2.0	6	1	6	-1.0909090909091	2	Kansas, United States	US	USKS		38.5111	-96.8005	KS	0								2	Kansas, United States	US	USKS		38.5111	-96.8005	KS	20171105230000	http://www.kansas.com/news/politics-government/article182905801.html
704155206	20171105	201711	2017	2017.8356	CVL	COMMUNITY						CVL			COP	PRISON						COP			1	015	015	01	1	0.0	5	1	5	1.19047619047619	0								0								0								20171105230000	http://flavorwire.com/611233/the-best-and-worst-of-last-nights-snl-with-larry-david-2
704155207	20171105	201711	2017	2017.8356	CVL	COMMUNITY						CVL			COP	POLICE						COP			1	043	043	04	1	2.8	10	1	10	-7.47126436781609	3	Fresno, California, United States	US	USCA	CA019	36.7477	-119.772	277606	3	Fresno, California, United States	US	USCA	CA019	36.7477	-119.772	277606	3	Fresno, California, United States	US	USCA	CA019	36.7477	-119.772	277606	20171105230000	http://www.yourcentralvalley.com/news/two-shot-outside-fresno-church/851659272
704155208	20171105	201711	2017	2017.8356	CVL	COMMUNITY						CVL			COP	POLICE						COP			0	111	111	11	3	-2.0	5	1	5	-3.02114803625377	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171105230000	http://www.chicagotribune.com/suburbs/lake-county-news-sun/news/ct-lns-waukegan-forum-st-1106-20171105-story.html
704155209	20171105	201711	2017	2017.8356	CVL	COMMUNITY						CVL			COP	POLICE						COP			1	190	190	19	4	-10.0	10	1	10	-7.47126436781609	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20171105230000	http://www.yourcentralvalley.com/news/two-shot-outside-fresno-church/851659272
704155210	20171105	201711	2017	2017.8356	CVL	HUNTER						CVL			GOV	GOVERNMENT						GOV			0	010	010	01	1	0.0	6	1	6	-1.43338954468802	4	Darling River, New South Wales, Australia	AS	AS02	5398	-34.0333	141.917	-1569003	4	Darling River, New South Wales, Australia	AS	AS02	5398	-34.0333	141.917	-1569003	4	Darling River, New South Wales, Australia	AS	AS02	5398	-34.0333	141.917	-1569003	20171105230000	http://www.theland.com.au/story/5033418/sterle-slams-sa-labor-colleague-as-clown-over-political-stunt/?cs=4963
704155211	20171105	201711	2017	2017.8356	CVL	CIVIC GROUP						CVL			GOV	PRESIDENT						GOV			1	043	043	04	1	2.8	2	1	2	-0.66555740432612	4	Yongsan, Cholla-namdo, South Korea	KS	KS16	24974	34.721	127.118	10075841	4	Yongsan, Cholla-namdo, South Korea	KS	KS16	24974	34.721	127.118	10075841	4	Yongsan, Cholla-namdo, South Korea	KS	KS16	24974	34.721	127.118	10075841	20171105230000	http://koreajoongangdaily.joins.com/news/article/article.aspx?aid=3040356
704155212	20171105	201711	2017	2017.8356	CVL	VILLAGER						CVL			GOV	GOVERNMENT						GOV			1	080	080	08	2	5.0	2	1	2	-6.37813211845102	4	Sokoto, Sokoto, Nigeria	NI	NI51	190962	13.0609	5.23902	-2026911	4	Sokoto, Sokoto, Nigeria	NI	NI51	190962	13.0609	5.23902	-2026911	4	Sokoto, Sokoto, Nigeria	NI	NI51	190962	13.0609	5.23902	-2026911	20171105230000	http://news2.onlinenigeria.com/news/general/674087-boko-haram-insurgents-hit-borno-again-kill-several-people-abduct-10.html
704155213	20171105	201711	2017	2017.8356	CVL	CIVIC GROUP						CVL			GOV	EMBASSY						GOV			1	141	141	14	3	-6.5	2	1	2	-0.66555740432612	1	United States	US	US		39.828175	-98.5795	US	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	1	United States	US	US		39.828175	-98.5795	US	20171105230000	http://koreajoongangdaily.joins.com/news/article/article.aspx?aid=3040356
704155214	20171105	201711	2017	2017.8356	CVL	CIVIC GROUP						CVL			KOR	SEOUL	KOR								1	110	110	11	3	-2.0	2	1	2	-0.66555740432612	1	United States	US	US		39.828175	-98.5795	US	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	20171105230000	http://koreajoongangdaily.joins.com/news/article/article.aspx?aid=3040356
704155215	20171105	201711	2017	2017.8356	CVL	HUNTER						CVL			LEG	PARLIAMENT HOUSE						LEG			1	042	042	04	1	1.9	10	1	10	-1.37362637362637	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	20171105230000	http://www.canberratimes.com.au/act-news/canberra-life/we-tried-after-dark-ghost-hunter-tours-at-old-parliament-house-20171101-gzcrun.html
704155216	20171105	201711	2017	2017.8356	CVL	HUNTER						CVL			LEG	SENATOR						LEG			0	052	052	05	1	3.5	6	1	6	-1.43338954468802	4	Darling River, New South Wales, Australia	AS	AS02	5398	-34.0333	141.917	-1569003	4	Darling River, New South Wales, Australia	AS	AS02	5398	-34.0333	141.917	-1569003	4	Darling River, New South Wales, Australia	AS	AS02	5398	-34.0333	141.917	-1569003	20171105230000	http://www.theland.com.au/story/5033418/sterle-slams-sa-labor-colleague-as-clown-over-political-stunt/?cs=4963
704155217	20171105	201711	2017	2017.8356	CVL	POPULATION						CVL			MED	PUBLICATION						MED			0	043	043	04	1	2.8	10	1	10	-6.37813211845102	4	Sokoto, Sokoto, Nigeria	NI	NI51	190962	13.0609	5.23902	-2026911	4	Sokoto, Sokoto, Nigeria	NI	NI51	190962	13.0609	5.23902	-2026911	4	Sokoto, Sokoto, Nigeria	NI	NI51	190962	13.0609	5.23902	-2026911	20171105230000	http://news2.onlinenigeria.com/news/general/674087-boko-haram-insurgents-hit-borno-again-kill-several-people-abduct-10.html
704155218	20171105	201711	2017	2017.8356	CVL	VILLAGER						CVL			NGA	NIGERIA	NGA								1	080	080	08	2	5.0	6	1	6	-6.37813211845102	4	Sokoto, Sokoto, Nigeria	NI	NI51	190962	13.0609	5.23902	-2026911	4	Sokoto, Sokoto, Nigeria	NI	NI51	190962	13.0609	5.23902	-2026911	4	Sokoto, Sokoto, Nigeria	NI	NI51	190962	13.0609	5.23902	-2026911	20171105230000	http://news2.onlinenigeria.com/news/general/674087-boko-haram-insurgents-hit-borno-again-kill-several-people-abduct-10.html
704155219	20171105	201711	2017	2017.8356	CVL	COMMUNITY						CVL			NZL	NEW ZEALAND	NZL								1	014	014	01	1	0.0	2	1	2	4.03022670025189	4	Hawke Bay, New Zealand (general), New Zealand	NZ	NZ00	22383	-39.3333	177.5	-1510529	4	Hawke Bay, New Zealand (general), New Zealand	NZ	NZ00	22383	-39.3333	177.5	-1510529	4	Hawke Bay, New Zealand (general), New Zealand	NZ	NZ00	22383	-39.3333	177.5	-1510529	20171105230000	http://www.nzherald.co.nz/hawkes-bay-today/news/article.cfm?c_id=1503462&objectid=11940274
704155220	20171105	201711	2017	2017.8356	CVL	VILLAGE						CVL			QAT	QATAR	QAT								0	042	042	04	1	1.9	10	1	10	4.16666666666667	1	Qatar	QA	QA		25.5	51.25	QA	1	Qatar	QA	QA		25.5	51.25	QA	1	Qatar	QA	QA		25.5	51.25	QA	20171105230000	http://www.gulf-times.com/story/570112/Qatar-Welcomes-the-World-campaign-to-take-off-at-T
704155221	20171105	201711	2017	2017.8356	CVL	COMMUNITY						CVL			REL	WORSHIPPER									1	193	193	19	4	-10.0	1	1	1	-6.59722222222222	3	San Antonio, Texas, United States	US	USTX	TX029	29.4241	-98.4936	1380951	3	First Baptist Church, Texas, United States	US	USTX		29.3941	-94.9155	1385009	3	First Baptist Church, Texas, United States	US	USTX		29.3941	-94.9155	1385009	20171105230000	http://gulfnews.com/news/americas/usa/25-dead-in-texas-church-shooting-us-media-1.2119337
704155222	20171105	201711	2017	2017.8356	CVL	IMMIGRANT						CVL			USA	MISSISSIPPI	USA								0	060	060	06	2	6.0	6	1	6	-5.36494073611978	3	Charleston, South Carolina, United States	US	USSC	SC019	32.7766	-79.9309	1221516	2	Mississippi, United States	US	USMS		32.7673	-89.6812	MS	2	Mississippi, United States	US	USMS		32.7673	-89.6812	MS	20171105230000	http://historynewsnetwork.org/article/167224
704155223	20171105	201711	2017	2017.8356	CVL	IMMIGRANT						CVL			USA	UNITED STATES	USA								0	060	060	06	2	6.0	2	1	2	-5.36494073611978	3	Charleston, South Carolina, United States	US	USSC	SC019	32.7766	-79.9309	1221516	2	Mississippi, United States	US	USMS		32.7673	-89.6812	MS	2	South Carolina, United States	US	USSC		33.8191	-80.9066	SC	20171105230000	http://historynewsnetwork.org/article/167224
704155224	20171105	201711	2017	2017.8356	CVL	IMMIGRANT						CVL			USA	MISSISSIPPI	USA								0	060	060	06	2	6.0	2	1	2	-5.36494073611978	1	Ireland	EI	EI		53	-8	EI	1	Ireland	EI	EI		53	-8	EI	1	Ireland	EI	EI		53	-8	EI	20171105230000	http://historynewsnetwork.org/article/167224
704155225	20171105	201711	2017	2017.8356	CVL	VOTER						CVL			USA	UNITED STATES	USA								0	110	110	11	3	-2.0	2	1	2	-1.0909090909091	3	Wichita, Kansas, United States	US	USKS	KS173	37.6922	-97.3375	473862	3	Wichita, Kansas, United States	US	USKS	KS173	37.6922	-97.3375	473862	3	Wichita, Kansas, United States	US	USKS	KS173	37.6922	-97.3375	473862	20171105230000	http://www.kansas.com/news/politics-government/article182905801.html
704155226	20171105	201711	2017	2017.8356	CVL	SMALL TOWN						CVL			USA	UNITED STATES	USA								1	190	190	19	4	-10.0	4	1	4	-6.0759493670886	3	Floresville, Texas, United States	US	USTX	TX493	29.1336	-98.1561	1357499	3	Floresville, Texas, United States	US	USTX	TX493	29.1336	-98.1561	1357499	3	Floresville, Texas, United States	US	USTX	TX493	29.1336	-98.1561	1357499	20171105230000	http://www.dailydemocrat.com/20171105/more-than-20-people-shot-dead-in-texas-church
704155227	20171105	201711	2017	2017.8356	CVL	SMALL TOWN						CVL			USA	TEXAS	USA								1	190	190	19	4	-10.0	6	1	6	-6.0759493670886	3	Floresville, Texas, United States	US	USTX	TX493	29.1336	-98.1561	1357499	1	Japan	JA	JA		36	138	JA	3	Floresville, Texas, United States	US	USTX	TX493	29.1336	-98.1561	1357499	20171105230000	http://www.dailydemocrat.com/20171105/more-than-20-people-shot-dead-in-texas-church
704155228	20171105	201711	2017	2017.8356	CVL	SMALL TOWN						CVL			USA	TEXAS	USA								1	190	190	19	4	-10.0	2	1	2	-6.30081300813008	3	Sutherland Springs, Texas, United States	US	USTX	TX493	29.2733	-98.0567	1369438	2	Texas, United States	US	USTX		31.106	-97.6475	TX	3	Sutherland Springs, Texas, United States	US	USTX		29.2733	-98.0567	1369438	20171105230000	http://www.stltoday.com/news/national/official-gunman-in-texas-church-kills-more-than-people/article_3d974b07-0a0d-50eb-8b20-97ab4b8fff2f.html
704155229	20171105	201711	2017	2017.8356	CVL	SMALL TOWN						CVL			USA	UNITED STATES	USA								1	190	190	19	4	-10.0	1	1	1	-6.56836461126005	3	San Antonio, Texas, United States	US	USTX	TX029	29.4241	-98.4936	1380951	3	Sutherland Springs, Texas, United States	US	USTX		29.2733	-98.0567	1369438	3	Sutherland Springs, Texas, United States	US	USTX		29.2733	-98.0567	1369438	20171105230000	http://www.khq.com/story/36767875/official-says-more-than-20-dead-in-church-attack
704155230	20171105	201711	2017	2017.8356	CVL	SMALL TOWN						CVL			USA	TEXAS	USA								1	190	190	19	4	-10.0	1	1	1	-6.56836461126005	3	San Antonio, Texas, United States	US	USTX	TX029	29.4241	-98.4936	1380951	3	First Baptist Church, Texas, United States	US	USTX		29.3941	-94.9155	1385009	3	Sutherland Springs, Texas, United States	US	USTX		29.2733	-98.0567	1369438	20171105230000	http://www.khq.com/story/36767875/official-says-more-than-20-dead-in-church-attack
704155231	20171105	201711	2017	2017.8356	CVL	SMALL TOWN						CVL			USA	TEXAS	USA								1	190	190	19	4	-10.0	7	1	7	-6.30081300813008	3	San Antonio, Texas, United States	US	USTX	TX029	29.4241	-98.4936	1380951	2	Texas, United States	US	USTX		31.106	-97.6475	TX	3	Sutherland Springs, Texas, United States	US	USTX		29.2733	-98.0567	1369438	20171105230000	http://www.stltoday.com/news/national/official-gunman-in-texas-church-kills-more-than-people/article_3d974b07-0a0d-50eb-8b20-97ab4b8fff2f.html
704155232	20171105	201711	2017	2017.8356	CVL	COMMUNITY						CVL			USAMED	THE ASSOCIATED PRESS	USA					MED			0	013	013	01	1	0.4	2	1	2	-4.42225392296719	3	Sutherland Springs, Texas, United States	US	USTX	TX493	29.2733	-98.0567	1369438	3	Floresville, Texas, United States	US	USTX	TX493	29.1336	-98.1561	1357499	3	Floresville, Texas, United States	US	USTX	TX493	29.1336	-98.1561	1357499	20171105230000	http://idahonews.com/news/nation-world/multiple-injuries-reported-at-a-church-shooting-in-sutherland-springs-tex
