704186015	20171106	201711	2017	2017.8384											SDN	SUDAN	SDN								0	042	042	04	1	1.9	2	1	2	-3.8677130044843	0								4	Fajara, Banjul, Gambia	GA	GA01	16416	13.47	-16.6964	-1199787	4	Fajara, Banjul, Gambia	GA	GA01	16416	13.47	-16.6964	-1199787	20171106014500	http://www.foroyaa.gm/archives/18834
704186016	20171106	201711	2017	2017.8384											SDN	SUDAN	SDN								0	042	042	04	1	1.9	8	1	8	-3.8677130044843	0								4	Darfur, Gharb Darfur, Sudan	SU	SU47	37140	13.5	23.5	-17505	4	Darfur, Gharb Darfur, Sudan	SU	SU47	37140	13.5	23.5	-17505	20171106014500	http://www.foroyaa.gm/archives/18834
704186017	20171106	201711	2017	2017.8384											THA	THAILAND	THA								0	061	061	06	2	6.4	5	1	5	2.27670753064799	0								4	Nanchang, Jiangxi, China	CH	CH03	13164	28.55	115.933	-1914863	4	Nanchang, Jiangxi, China	CH	CH03	13164	28.55	115.933	-1914863	20171106014500	http://www.chinadaily.com.cn/business/2017-11/06/content_34174588.htm
704186018	20171106	201711	2017	2017.8384											TUR	TURKEY	TUR								1	036	036	03	1	4.0	7	1	7	3.54609929078014	0								1	Turkey	TU	TU		39.059012	34.911546	TU	1	Turkey	TU	TU		39.059012	34.911546	TU	20171106014500	http://www.greenwichtime.com/valley/article/Annual-turkey-drive-to-begin-Wednesday-12333977.php
704186019	20171106	201711	2017	2017.8384											TUR	TURKEY	TUR								1	042	042	04	1	1.9	10	1	10	6.66666666666667	0								1	Turkey	TU	TU		39.059012	34.911546	TU	1	Turkey	TU	TU		39.059012	34.911546	TU	20171106014500	http://www.wabi.tv/content/news/Folks-Gathered-In-Guilford-For-Annual-Turkey-Trot--455446763.html
704186020	20171106	201711	2017	2017.8384											UAF	MILITANT						UAF			1	014	014	01	1	0.0	2	1	2	-10.1990049751244	0								4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	4	Sanaa, Sana', Yemen	YM	YM16	32956	15.3547	44.2067	-3191442	20171106014500	http://www.dailyherald.com/article/20171105/news/311059985/
704186021	20171106	201711	2017	2017.8384											UAF	MILITANT						UAF			1	014	014	01	1	0.0	6	1	6	-10.1990049751244	0								4	Sanaa, Sana', Yemen	YM	YM16	32956	15.3547	44.2067	-3191442	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	20171106014500	http://www.dailyherald.com/article/20171105/news/311059985/
704186022	20171106	201711	2017	2017.8384											UAF	GUNMAN						UAF			0	173	173	17	4	-5.0	1	1	1	-11.0634648370497	0								3	Fort Hood, Texas, United States	US	USTX		31.2548	-97.7091	2512199	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20171106014500	http://www.mirror.co.uk/news/world-news/sutherland-springs-massacre-fifth-deadliest-11474159
704186023	20171106	201711	2017	2017.8384											UAF	GUNMAN						UAF			1	190	190	19	4	-10.0	3	1	3	-7.68211920529801	0								3	Charleston, South Carolina, United States	US	USSC	SC019	32.7766	-79.9309	1221516	2	South Carolina, United States	US	USSC		33.8191	-80.9066	SC	20171106014500	http://www.thejakartapost.com/news/2017/11/06/gunman-kills-26-at-texas-church-service.html
704186024	20171106	201711	2017	2017.8384											UAF	GUNMAN						UAF			1	190	190	19	4	-10.0	1	1	1	-7.68211920529801	0								3	Charleston, South Carolina, United States	US	USSC	SC019	32.7766	-79.9309	1221516	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20171106014500	http://www.thejakartapost.com/news/2017/11/06/gunman-kills-26-at-texas-church-service.html
704186025	20171106	201711	2017	2017.8384											UAF	GUNMAN						UAF			1	190	190	19	4	-10.0	1	1	1	-7.68211920529801	0								3	Sutherland Springs, Texas, United States	US	USTX		29.2733	-98.0567	1369438	3	Charleston, South Carolina, United States	US	USSC	SC019	32.7766	-79.9309	1221516	20171106014500	http://www.thejakartapost.com/news/2017/11/06/gunman-kills-26-at-texas-church-service.html
704186026	20171106	201711	2017	2017.8384											UAF	GUNMAN						UAF			0	190	190	19	4	-10.0	10	1	10	-1.22282608695652	0								1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20171106014500	http://indiatoday.intoday.in/story/nirmala-sitharaman-gujarat-indian-air-force-air-base-pakistan-border/1/1083082.html
704186027	20171106	201711	2017	2017.8384											UAF	GUNMAN						UAF			0	190	190	19	4	-10.0	10	1	10	-6.25	0								1	India	IN	IN		20	77	IN	1	India	IN	IN		20	77	IN	20171106014500	http://indiatoday.intoday.in/story/global-terror-watchdog-fatf-pakistan-terror-financing-lashkar-e-taiba/1/1083087.html
704186028	20171106	201711	2017	2017.8384											UGA	UGANDA	UGA								1	042	042	04	1	1.9	8	1	8	-3.51966873706004	0								4	Namugongo, Kibale, Uganda	UG	UG41	18585	1.13333	31.35	-1733236	4	Namugongo, Kibale, Uganda	UG	UG41	18585	1.13333	31.35	-1733236	20171106014500	http://www.observer.ug/viewpoint/55782-embrace-cremation-to-save-land-and-money.html
704186029	20171106	201711	2017	2017.8384											UGA	UGANDA	UGA								1	043	043	04	1	2.8	1	1	1	-8.11688311688316	0								4	Entebbe, Wakiso, Uganda	UG	UG96	18585	0.064444	32.4469	-1727789	4	Entebbe, Wakiso, Uganda	UG	UG96	18585	0.064444	32.4469	-1727789	20171106014500	http://www.observer.ug/news/headlines/55800-arrested-narcotics-chiefs-sent-to-nalufenya.html
704186030	20171106	201711	2017	2017.8384											UGA	UGANDA	UGA								1	043	043	04	1	2.8	1	1	1	-8.11688311688316	0								4	Entebbe, Wakiso, Uganda	UG	UG96	18585	0.064444	32.4469	-1727789	4	Muhangi, Kyenjojo, Uganda	UG	UG85	18585	0.633333	30.4833	-1732462	20171106014500	http://www.observer.ug/news/headlines/55800-arrested-narcotics-chiefs-sent-to-nalufenya.html
704186031	20171106	201711	2017	2017.8384											UGA	UGANDAN	UGA								1	130	130	13	3	-4.4	10	1	10	-2.94906166219839	0								1	Uganda	UG	UG		2	33	UG	1	Uganda	UG	UG		2	33	UG	20171106014500	http://www.observer.ug/viewpoint/55780-hiv-aids-drugs-stock-outs-are-a-time-bomb.html
704186032	20171106	201711	2017	2017.8384											USA	UNITED STATES	USA								0	020	020	02	1	3.0	2	1	2	-1.3029315960912	0								1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20171106014500	https://www.nbcnews.com/politics/white-house/trump-seizes-brazile-book-excerpt-revives-cries-rigged-dnc-primary-n817246?cid=public-rss_20171106
704186033	20171106	201711	2017	2017.8384											USA	UNITED STATES	USA								1	036	036	03	1	4.0	2	1	2	1.75746924428822	0								3	Willimantic, Connecticut, United States	US	USCT	CT015	41.7107	-72.2081	212149	2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	20171106014500	http://www.norwichbulletin.com/news/20171105/historically-speaking-region-has-welcomed-many-presidents
704186034	20171106	201711	2017	2017.8384											USA	CONNECTICUT	USA								1	036	036	03	1	4.0	6	1	6	1.75746924428822	0								2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	20171106014500	http://www.norwichbulletin.com/news/20171105/historically-speaking-region-has-welcomed-many-presidents
704186035	20171106	201711	2017	2017.8384											USA	UNITED STATES	USA								0	036	036	03	1	4.0	2	2	2	-5.82386363636364	0								1	Japan	JA	JA		36	138	JA	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20171106014500	http://www.12newsnow.com/news/26-dead-in-church-shooting-gov-abbott-says/489264550
704186036	20171106	201711	2017	2017.8384											USA	AMERICAN	USA								1	036	036	03	1	4.0	7	1	7	-4.95049504950495	0								2	Texas, United States	US	USTX		31.106	-97.6475	TX	3	Sutherland Springs, Texas, United States	US	USTX		29.2733	-98.0567	1369438	20171106014500	http://www.washingtonexaminer.com/trump-calls-for-americans-to-unite-after-texas-church-shooting-do-what-we-do-best-and-pull-together/article/2639712
704186037	20171106	201711	2017	2017.8384											USA	TEXAS	USA								0	040	040	04	1	1.0	10	5	10	-5.81890851980217	0								4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	20171106014500	http://www.wacotrib.com/news/ap_nation/the-latest-shocked-community-holds-prayer-vigil-near-church/article_bb25db8f-f7cf-5463-a1fc-0248ba50a8d9.html
704186038	20171106	201711	2017	2017.8384											USA	UNITED STATES	USA								0	040	040	04	1	1.0	2	1	2	0.21881838074399	0								3	Wood County, Ohio, United States	US	USOH		41.3667	-83.6166	1074098	3	Wood County, Ohio, United States	US	USOH		41.3667	-83.6166	1074098	20171106014500	http://wvpublic.org/post/wva-deps-air-monitoring-not-enough-its-own-following-parkersburg-fire-experts-say
704186039	20171106	201711	2017	2017.8384											USA	UNITED STATES	USA								1	040	040	04	1	1.0	3	1	3	1.75746924428822	0								3	Willimantic, Connecticut, United States	US	USCT	CT015	41.7107	-72.2081	212149	3	Willimantic, Connecticut, United States	US	USCT	CT015	41.7107	-72.2081	212149	20171106014500	http://www.norwichbulletin.com/news/20171105/historically-speaking-region-has-welcomed-many-presidents
704186040	20171106	201711	2017	2017.8384											USA	UNITED STATES	USA								1	040	040	04	1	1.0	4	1	4	-0.13966480446927	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	1	Russia	RS	RS		60	100	RS	20171106014500	https://www.nbcnews.com/news/us-news/papadopoulos-repeatedly-represented-trump-campaign-record-shows-n817421?cid=public-rss_20171106
704186041	20171106	201711	2017	2017.8384											USA	HAWAII	USA								1	040	040	04	1	1.0	7	1	7	-5.29300567107751	0								2	Hawaii, United States	US	USHI		21.1098	-157.531	HI	2	Hawaii, United States	US	USHI		21.1098	-157.531	HI	20171106014500	https://www.westernjournalism.com/female-lawmakers-join-campaign-say-theyve-sexually-harassed-congress/
704186042	20171106	201711	2017	2017.8384											USA	UNITED STATES	USA								1	040	040	04	1	1.0	1	1	1	-5.29300567107751	0								2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	2	Missouri, United States	US	USMO		38.4623	-92.302	MO	20171106014500	https://www.westernjournalism.com/female-lawmakers-join-campaign-say-theyve-sexually-harassed-congress/
704186043	20171106	201711	2017	2017.8384											USA	COLORADO	USA								1	042	042	04	1	1.9	10	1	10	-4.96613995485327	0								3	Sandy Hook, Washington, United States	US	USWA		47.7009	-122.582	1508108	3	Sandy Hook, Washington, United States	US	USWA		47.7009	-122.582	1508108	20171106014500	http://www.theintelligencer.com/entertainment/the-wrap/article/texas-mass-shooting-church-las-vegas-gun-violence-12300628.php
704186044	20171106	201711	2017	2017.8384											USA	UNITED STATES	USA								0	042	042	04	1	1.9	5	1	5	1.75746924428822	0								3	Uncas, Washington, United States	US	USWA	WA031	47.9876	-122.883	1527598	3	Uncas, Washington, United States	US	USWA	WA031	47.9876	-122.883	1527598	20171106014500	http://www.norwichbulletin.com/news/20171105/historically-speaking-region-has-welcomed-many-presidents
704186045	20171106	201711	2017	2017.8384											USA	UNITED STATES	USA								1	042	042	04	1	1.9	8	1	8	1.75746924428822	0								3	Roseland Cottage, Connecticut, United States	US	USCT		41.9501	-71.9773	1924688	3	Roseland Cottage, Connecticut, United States	US	USCT		41.9501	-71.9773	1924688	20171106014500	http://www.norwichbulletin.com/news/20171105/historically-speaking-region-has-welcomed-many-presidents
704186046	20171106	201711	2017	2017.8384											USA	CONNECTICUT	USA								1	042	042	04	1	1.9	1	1	1	1.75746924428822	0								3	Willimantic, Connecticut, United States	US	USCT	CT015	41.7107	-72.2081	212149	3	Willimantic, Connecticut, United States	US	USCT	CT015	41.7107	-72.2081	212149	20171106014500	http://www.norwichbulletin.com/news/20171105/historically-speaking-region-has-welcomed-many-presidents
704186047	20171106	201711	2017	2017.8384											USA	UNITED STATES	USA								0	042	042	04	1	1.9	1	1	1	1.75746924428822	0								3	Yantic, Connecticut, United States	US	USCT	CT011	41.5598	-72.1237	212305	3	Yantic, Connecticut, United States	US	USCT	CT011	41.5598	-72.1237	212305	20171106014500	http://www.norwichbulletin.com/news/20171105/historically-speaking-region-has-welcomed-many-presidents
704186048	20171106	201711	2017	2017.8384											USA	MAINE	USA								1	042	042	04	1	1.9	10	1	10	2.53807106598985	0								2	Maine, United States	US	USME		44.6074	-69.3977	ME	2	Maine, United States	US	USME		44.6074	-69.3977	ME	20171106014500	http://www.foxbangor.com/news/item/22414-craft-show-goes-on-despite-storm-related-cancellations
704186049	20171106	201711	2017	2017.8384											USA	UNITED STATES	USA								0	043	043	04	1	2.8	4	1	4	-5.66711289602856	0								3	Wayne County, North Carolina, United States	US	USNC		35.3668	-78	1026128	3	Wayne County, North Carolina, United States	US	USNC		35.3668	-78	1026128	20171106014500	https://www.usatoday.com/story/news/local/michigan/detroit/2017/11/03/malice-green-police-brutality-detroit/823635001/
704186050	20171106	201711	2017	2017.8384											USA	UNITED STATES	USA								1	043	043	04	1	2.8	6	3	6	6.45161290322581	0								3	Bismarck, North Dakota, United States	US	USND	ND015	46.8083	-100.784	1035849	3	Bismarck, North Dakota, United States	US	USND	ND015	46.8083	-100.784	1035849	20171106014500	http://www.therepublic.com/2017/11/05/us-miss-america-homecoming/
704186051	20171106	201711	2017	2017.8384											USA	UNITED STATES	USA								1	043	043	04	1	2.8	2	1	2	0.317965023847379	0								3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	20171106014500	https://www.thecurrent.org/feature/2017/11/05/selena-hollywood-walk-fame
704186052	20171106	201711	2017	2017.8384											USA	LOS ANGELES	USA								1	043	043	04	1	2.8	2	1	2	0.317965023847379	0								3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	20171106014500	https://www.thecurrent.org/feature/2017/11/05/selena-hollywood-walk-fame
704186053	20171106	201711	2017	2017.8384											USA	UNITED STATES	USA								1	043	043	04	1	2.8	1	1	1	-6.70391061452514	0								2	Texas, United States	US	USTX		31.106	-97.6475	TX	1	Japan	JA	JA		36	138	JA	20171106014500	http://www.india.com/news/texas-church-shooting-monitoring-the-situation-from-japan-says-trump-2604251/
704186054	20171106	201711	2017	2017.8384											USA	UNITED STATES	USA								1	060	060	06	2	6.0	6	1	6	0.67567567567567	0								2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	20171106014500	https://www.bloodhorse.com/horse-racing/articles/224568/songbird-tepin-top-fasig-tipton-hips-to-watch-list
704186055	20171106	201711	2017	2017.8384											USA	UNITED STATES	USA								0	100	100	10	3	-5.0	1	1	1	-1.21457489878542	0								3	Fond Du Lac, Wisconsin, United States	US	USWI		43.773	-88.4471	1565098	3	Fond Du Lac, Wisconsin, United States	US	USWI		43.773	-88.4471	1565098	20171106014500	http://www.fdlreporter.com/story/news/2017/11/05/scott-walker-seeking-third-term-governor-promises-cut-taxes-raise-wages/833975001/
704186056	20171106	201711	2017	2017.8384											USA	UNITED STATES	USA								0	1123	112	11	3	-2.0	1	1	1	-7.64044943820225	0								3	Phoenix, Arizona, United States	US	USAZ	AZ013	33.4484	-112.074	44784	3	Phoenix, Arizona, United States	US	USAZ	AZ013	33.4484	-112.074	44784	20171106014500	http://www.azcentral.com/story/news/nation/2017/11/05/texas-church-shooting-what-we-know/834327001/
704186057	20171106	201711	2017	2017.8384											USA	AMERICAN	USA								0	124	124	12	3	-4.0	5	1	5	0.54517133956386	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20171106014500	http://bombmagazine.org/articles/mona-simpson/
704186058	20171106	201711	2017	2017.8384											USA	UNITED STATES	USA								0	173	173	17	4	-5.0	2	1	2	-5.66711289602856	0								3	Wayne County, North Carolina, United States	US	USNC		35.3668	-78	1026128	3	Wayne County, North Carolina, United States	US	USNC		35.3668	-78	1026128	20171106014500	https://www.usatoday.com/story/news/local/michigan/detroit/2017/11/03/malice-green-police-brutality-detroit/823635001/
704186059	20171106	201711	2017	2017.8384											USA	UNITED STATES	USA								0	173	173	17	4	-5.0	2	1	2	-5.66711289602856	0								3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	20171106014500	https://www.usatoday.com/story/news/local/michigan/detroit/2017/11/03/malice-green-police-brutality-detroit/823635001/
704186060	20171106	201711	2017	2017.8384											USA	UNITED STATES	USA								0	182	182	18	4	-9.5	2	1	2	-5.66711289602856	0								2	Alabama, United States	US	USAL		32.799	-86.8073	AL	2	Alabama, United States	US	USAL		32.799	-86.8073	AL	20171106014500	https://www.usatoday.com/story/news/local/michigan/detroit/2017/11/03/malice-green-police-brutality-detroit/823635001/
704186061	20171106	201711	2017	2017.8384											USA	UNITED STATES	USA								1	190	190	19	4	-10.0	10	1	10	-3.51966873706004	0								4	Namugongo, Kibale, Uganda	UG	UG41	18585	1.13333	31.35	-1733236	4	Namugongo, Kibale, Uganda	UG	UG41	18585	1.13333	31.35	-1733236	20171106014500	http://www.observer.ug/viewpoint/55782-embrace-cremation-to-save-land-and-money.html
704186062	20171106	201711	2017	2017.8384											USA	UNITED STATES	USA								0	190	190	19	4	-10.0	2	1	2	-5.66711289602856	0								3	Wayne County, North Carolina, United States	US	USNC		35.3668	-78	1026128	3	Wayne County, North Carolina, United States	US	USNC		35.3668	-78	1026128	20171106014500	https://www.usatoday.com/story/news/local/michigan/detroit/2017/11/03/malice-green-police-brutality-detroit/823635001/
704186063	20171106	201711	2017	2017.8384											USA	COLUMBUS	USA								1	190	190	19	4	-10.0	8	1	8	-5.63380281690141	0								3	Sycamore, Ohio, United States	US	USOH	OH061	39.2834	-84.3169	1046913	3	Sycamore, Ohio, United States	US	USOH	OH061	39.2834	-84.3169	1046913	20171106014500	https://www.10tv.com/article/ohio-medic-injured-after-car-crashes-ambulance
704186064	20171106	201711	2017	2017.8384											USA	UNITED STATES	USA								1	190	190	19	4	-10.0	2	1	2	-5.63380281690141	0								3	Sycamore, Ohio, United States	US	USOH	OH061	39.2834	-84.3169	1046913	3	Hamilton County, Ohio, United States	US	USOH		39.1834	-84.5333	1074043	20171106014500	https://www.10tv.com/article/ohio-medic-injured-after-car-crashes-ambulance
704186065	20171106	201711	2017	2017.8384											USA	UNITED STATES	USA								0	190	190	19	4	-10.0	1	1	1	-4.75059382422803	0								3	Texas Department Of Public Safety, Texas, United States	US	USTX		30.3263	-97.7242	1348410	3	First Baptist Church, Texas, United States	US	USTX		29.3941	-94.9155	1385009	20171106014500	http://www.dailymail.co.uk/news/article-5052815/Hero-tackled-armed-shooter-left-church.html
704186066	20171106	201711	2017	2017.8384											USA	NORTH CAROLINA	USA								0	190	190	19	4	-10.0	7	1	7	-5.66711289602856	0								2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	20171106014500	https://www.usatoday.com/story/news/local/michigan/detroit/2017/11/03/malice-green-police-brutality-detroit/823635001/
704186067	20171106	201711	2017	2017.8384											USA	WASHINGTON	USA								0	190	190	19	4	-10.0	1	1	1	-11.0634648370497	0								2	Washington, United States	US	USWA		47.3917	-121.571	WA	3	Washington Navy Yard, District of Columbia, United States	US	USDC		38.8738	-76.995	2512386	20171106014500	http://www.mirror.co.uk/news/world-news/sutherland-springs-massacre-fifth-deadliest-11474159
704186068	20171106	201711	2017	2017.8384											USAGOV	THE WHITE HOUSE	USA					GOV			1	036	036	03	1	4.0	2	1	2	1.75746924428822	0								3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20171106014500	http://www.norwichbulletin.com/news/20171105/historically-speaking-region-has-welcomed-many-presidents
704186069	20171106	201711	2017	2017.8384											USAGOV	THE WHITE HOUSE	USA					GOV			1	042	042	04	1	1.9	2	1	2	0.22573363431151	0								3	Phoenix, Arizona, United States	US	USAZ	AZ013	33.4484	-112.074	44784	3	Phoenix, Arizona, United States	US	USAZ	AZ013	33.4484	-112.074	44784	20171106014500	http://www.azcentral.com/story/news/world/2017/11/05/saudi-prince-behind-sweep-arrests-known-young-and-brash-but-has-trumps-ear/833796001/
704186070	20171106	201711	2017	2017.8384											USAGOV	UNITED STATES	USA					GOV			0	051	051	05	1	3.4	1	1	1	1.75746924428822	0								3	Roseland Cottage, Connecticut, United States	US	USCT		41.9501	-71.9773	1924688	2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	20171106014500	http://www.norwichbulletin.com/news/20171105/historically-speaking-region-has-welcomed-many-presidents
704186071	20171106	201711	2017	2017.8384											USAGOV	UNITED STATES	USA					GOV			0	182	182	18	4	-9.5	1	1	1	-5.66711289602856	0								2	Alabama, United States	US	USAL		32.799	-86.8073	AL	2	Alabama, United States	US	USAL		32.799	-86.8073	AL	20171106014500	https://www.usatoday.com/story/news/local/michigan/detroit/2017/11/03/malice-green-police-brutality-detroit/823635001/
704186072	20171106	201711	2017	2017.8384											USAMED	THE ASSOCIATED PRESS	USA					MED			1	040	040	04	1	1.0	4	1	4	-3.82608695652174	0								1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	20171106014500	http://www.ntd.tv/2017/11/05/texas-church-attacker-identified-as-devin-kelley/
704186073	20171106	201711	2017	2017.8384											gun	GUAN			gun						1	061	061	06	2	6.4	1	1	1	2.9126213592233	0								4	Gao Guan, Sichuan, China	CH	CH32	13003	31.4363	105.979	10341623	4	Gao Guan, Sichuan, China	CH	CH32	13003	31.4363	105.979	10341623	20171106014500	http://www.chinadaily.com.cn/m/qingdao/2017-11/06/content_34176886.htm
704186074	20171106	201711	2017	2017.8384											kas	KASHMIRI			kas						1	053	053	05	1	3.8	6	1	6	-1.30548302872063	0								4	Kashmir, North-West Frontier, Pakistan	PK	PK03	40350	34.796	72.1502	-2764806	4	Kashmiri, Punjab, Pakistan	PK	PK04	23677	32.0387	73.751	6104745	20171106014500	https://pakrepublican.wordpress.com/2017/11/06/world-must-act-to-end-indian-brutality-in-kashmir-pakistan-embassy-event-concludes/
704186075	20171106	201711	2017	2017.8384											kas	KASHMIRI			kas						1	053	053	05	1	3.8	4	1	4	-1.30548302872063	0								4	Kashmiri, Punjab, Pakistan	PK	PK04	23677	32.0387	73.751	6104745	4	Kashmiri, Punjab, Pakistan	PK	PK04	23677	32.0387	73.751	6104745	20171106014500	https://pakrepublican.wordpress.com/2017/11/06/world-must-act-to-end-indian-brutality-in-kashmir-pakistan-embassy-event-concludes/
704186076	20171106	201711	2017	2017.8384	AFG	AFGHANISTAN	AFG								ELIMIL	RETIRED						ELI	MIL		0	043	043	04	1	2.8	2	1	2	2.19123505976096	1	Afghanistan	AF	AF		33	66	AF	1	Afghanistan	AF	AF		33	66	AF	1	Afghanistan	AF	AF		33	66	AF	20171106014500	http://www.norwichbulletin.com/news/20171105/mass-salutes-armed-services
704186077	20171106	201711	2017	2017.8384	AFG	AFGHANISTAN	AFG								ELIMIL	RETIRED						ELI	MIL		0	043	043	04	1	2.8	2	1	2	2.19123505976096	1	Afghanistan	AF	AF		33	66	AF	2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	1	Iraq	IZ	IZ		33	44	IZ	20171106014500	http://www.norwichbulletin.com/news/20171105/mass-salutes-armed-services
704186078	20171106	201711	2017	2017.8384	AFG	AFGHANISTAN	AFG								USA	CONNECTICUT	USA								0	190	190	19	4	-10.0	5	1	5	2.19123505976096	1	Afghanistan	AF	AF		33	66	AF	2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	1	Iraq	IZ	IZ		33	44	IZ	20171106014500	http://www.norwichbulletin.com/news/20171105/mass-salutes-armed-services
704186079	20171106	201711	2017	2017.8384	AFG	AFGHANISTAN	AFG								USA	UNITED STATES	USA								0	190	190	19	4	-10.0	1	1	1	2.19123505976096	2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	20171106014500	http://www.norwichbulletin.com/news/20171105/mass-salutes-armed-services
704186080	20171106	201711	2017	2017.8384	AFG	AFGHANISTAN	AFG								USA	UNITED STATES	USA								0	190	190	19	4	-10.0	2	1	2	2.19123505976096	1	Iraq	IZ	IZ		33	44	IZ	2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	20171106014500	http://www.norwichbulletin.com/news/20171105/mass-salutes-armed-services
704186081	20171106	201711	2017	2017.8384	AFR	AFRICA	AFR																		1	010	010	01	1	0.0	4	1	4	4.05904059040591	4	Harmony Gold Mining Company, Free State, South Africa	SF	SF03	77328	-28.0691	26.852	-1235721	0								4	Harmony Gold Mining Company, Free State, South Africa	SF	SF03	77328	-28.0691	26.852	-1235721	20171106014500	https://www.dispatchtribunal.com/2017/11/05/harmony-gold-mining-company-limited-hmy-receiving-somewhat-positive-media-coverage-report-shows.html
704186082	20171106	201711	2017	2017.8384	AFR	AFRICA	AFR																		0	020	020	02	1	3.0	4	1	4	4.04040404040404	4	Cape Town, Western Cape, South Africa	SF	SF11	77317	-33.9167	18.4167	-1217214	0								4	Cape Town, Western Cape, South Africa	SF	SF11	77317	-33.9167	18.4167	-1217214	20171106014500	http://www.tribuneonlineng.com/intrapreneurship-key-africas-future-says-thomson-reuters/
704186083	20171106	201711	2017	2017.8384	AFR	AFRICA	AFR																		0	020	020	02	1	3.0	6	1	6	4.04040404040404	1	Kenya	KE	KE		1	38	KE	0								1	Kenya	KE	KE		1	38	KE	20171106014500	http://www.tribuneonlineng.com/intrapreneurship-key-africas-future-says-thomson-reuters/
704186084	20171106	201711	2017	2017.8384	AFR	AFRICA	AFR								BUS	COMPANIES						BUS			0	030	030	03	1	4.0	2	1	2	-2.25464190981433	4	Marikana, North-West, South Africa	SF	SF10	77346	-25.5833	27.5667	-1257430	4	Marikana, North-West, South Africa	SF	SF10	77346	-25.5833	27.5667	-1257430	4	Marikana, North-West, South Africa	SF	SF10	77346	-25.5833	27.5667	-1257430	20171106014500	http://www.sharenet.co.za/news/Lonmin_to_showcase_social_projects_after_share_price_meltdown/6f692460fdd6609d6a22ad117f2d3b73
704186085	20171106	201711	2017	2017.8384	AFR	AFRICA	AFR								NGA	LAGOS	NGA								1	042	042	04	1	1.9	2	1	2	5.04833512352309	1	Greece	GR	GR		39	22	GR	1	Greece	GR	GR		39	22	GR	1	Greece	GR	GR		39	22	GR	20171106014500	http://punchng.com/shaping-lives-through-philanthropy/
704186086	20171106	201711	2017	2017.8384	AFR	AFRICA	AFR								PER	LIMA	PER								1	173	173	17	4	-5.0	6	1	6	-0.82644628099174	1	Mongolia	MG	MG		46	105	MG	1	Mongolia	MG	MG		46	105	MG	1	Mongolia	MG	MG		46	105	MG	20171106014500	http://cycletorque.com.au/australian-bmw-trophy-team-announced/
704186087	20171106	201711	2017	2017.8384	AGO	ANGOLA	AGO																		1	061	061	06	2	6.4	10	1	10	-1.14503816793893	1	Angola	AO	AO		-12.5	18.5	AO	0								1	Angola	AO	AO		-12.5	18.5	AO	20171106014500	http://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/thoothukudi-salt-exporters-zero-in-on-new-market/article19989791.ece
