704011256	20171105	201711	2017	2017.8356	CHN	BEIJING	CHN								LEG	CONGRESS						LEG			1	042	042	04	1	1.9	1	1	1	-0.33840947546532	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20171105050000	http://www.ecns.cn/2017/11-05/279674.shtml
704011257	20171105	201711	2017	2017.8356	CHN	CHINA	CHN								LEG	CONGRESS						LEG			1	043	043	04	1	2.8	2	1	2	-0.33840947546532	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20171105050000	http://www.ecns.cn/2017/11-05/279674.shtml
704011258	20171105	201711	2017	2017.8356	CHN	CHINESE	CHN								PRT	LISBOA	PRT								0	060	060	06	2	6.0	3	1	3	-4.38892640108035	1	China	CH	CH		35	105	CH	1	South Korea	KS	KS		37	127.5	KS	1	Macau	MC	MC		22.157778	113.559722	MC	20171105050000	http://www.borderlessnewsonline.com/north-korea-kidnapped-people-world/
704011259	20171105	201711	2017	2017.8356	CHN	CHINA	CHN								PRT	LISBOA	PRT								0	060	060	06	2	6.0	1	1	1	-4.38892640108035	1	China	CH	CH		35	105	CH	1	Macau	MC	MC		22.157778	113.559722	MC	1	Macau	MC	MC		22.157778	113.559722	MC	20171105050000	http://www.borderlessnewsonline.com/north-korea-kidnapped-people-world/
704011260	20171105	201711	2017	2017.8356	CHN	CHINESE	CHN								PRT	LISBOA	PRT								0	060	060	06	2	6.0	1	1	1	-4.38892640108035	1	Macau	MC	MC		22.157778	113.559722	MC	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	20171105050000	http://www.borderlessnewsonline.com/north-korea-kidnapped-people-world/
704011261	20171105	201711	2017	2017.8356	CHN	CHINA	CHN								nep	NEPALI			nep						1	040	040	04	1	1.0	4	1	4	2.7027027027027	4	Guangzhou, Guangdong, China	CH	CH30	13033	23.1167	113.25	-1907161	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	4	Guangzhou, Guangdong, China	CH	CH30	13033	23.1167	113.25	-1907161	20171105050000	https://thehimalayantimes.com/nepal/china-to-be-gifted-rhinos/
704011262	20171105	201711	2017	2017.8356	CHN	CHINESE	CHN								nep	NEPALI			nep						1	040	040	04	1	1.0	6	1	6	2.7027027027027	4	Guangzhou, Guangdong, China	CH	CH30	13033	23.1167	113.25	-1907161	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	20171105050000	https://thehimalayantimes.com/nepal/china-to-be-gifted-rhinos/
704011263	20171105	201711	2017	2017.8356	CHNGOV	ZHANG DEJIANG	CHN					GOV			LEG	CONGRESS						LEG			1	042	042	04	1	1.9	5	1	5	-0.33840947546532	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20171105050000	http://www.ecns.cn/2017/11-05/279674.shtml
704011264	20171105	201711	2017	2017.8356	CHNGOV	ZHANG DEJIANG	CHN					GOV			LEG	CONGRESS						LEG			1	043	043	04	1	2.8	2	1	2	-0.33840947546532	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20171105050000	http://www.ecns.cn/2017/11-05/279674.shtml
704011265	20171105	201711	2017	2017.8356	CHRANG001	ANGLICAN				CHR															0	017	017	01	1	0.0	1	1	1	2.92887029288703	4	Nairobi, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8167	-2258072	0								4	Nairobi, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8167	-2258072	20171105050000	http://www.kdrtv.com/ack-global-head-in-kenya-for-all-saints-cathedral-fete/
704011266	20171105	201711	2017	2017.8356	CHRANG001	ANGLICAN				CHR															0	017	017	01	1	0.0	1	1	1	2.92887029288703	4	Nairobi, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8167	-2258072	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20171105050000	http://www.kdrtv.com/ack-global-head-in-kenya-for-all-saints-cathedral-fete/
704011267	20171105	201711	2017	2017.8356	CHRANG001	ANGLICAN				CHR															0	017	017	01	1	0.0	3	1	3	2.92887029288703	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20171105050000	http://www.kdrtv.com/ack-global-head-in-kenya-for-all-saints-cathedral-fete/
704011268	20171105	201711	2017	2017.8356	CHRCTH	CATHOLIC				CHR	CTH														0	042	042	04	1	1.9	8	1	8	-0.0726480203414397	2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	0								2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	20171105050000	https://www.pressenza.com/2017/11/religious-imperative-fight-climate-change-environmental-stewardship-world-religions/
704011269	20171105	201711	2017	2017.8356	CHRCTH	CATHOLIC				CHR	CTH				PHLELI	JOSEPH ESTRADA	PHL					ELI			1	160	160	16	4	-4.0	5	1	5	-2.71317829457364	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	20171105050000	https://www.rappler.com/rappler-blogs/187325-transparency-covering-philippine-church-catholic-iglesia-ni-cristo
704011270	20171105	201711	2017	2017.8356	CHRCTH	CATHOLIC				CHR	CTH				USA	UNITED STATES	USA								0	043	043	04	1	2.8	2	1	2	-0.0726480203414397	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20171105050000	https://www.pressenza.com/2017/11/religious-imperative-fight-climate-change-environmental-stewardship-world-religions/
704011271	20171105	201711	2017	2017.8356	CHRMAY190	IGLESIA NI CRISTO				CHR					PHL	FILIPINO	PHL								1	013	013	01	1	0.4	8	1	8	-2.71317829457364	4	Tandang Sora, Quezon City, Philippines	RP	RPF2	24210	14.6785	121.042	419529	4	Tandang Sora, Quezon City, Philippines	RP	RPF2	24210	14.6785	121.042	419529	4	Tandang Sora, Quezon City, Philippines	RP	RPF2	24210	14.6785	121.042	419529	20171105050000	https://www.rappler.com/rappler-blogs/187325-transparency-covering-philippine-church-catholic-iglesia-ni-cristo
704011272	20171105	201711	2017	2017.8356	COP	POLICE						COP													0	010	010	01	1	0.0	10	1	10	-3.03030303030303	4	Salisbury, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	0								4	Salisbury, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	20171105050000	http://www.wccbcharlotte.com/2017/11/04/salisbury-police-investigate-homicide-shooting-outside-fast-food-restaurant/
704011273	20171105	201711	2017	2017.8356	COP	POLICE CHIEF						COP													1	010	010	01	1	0.0	1	1	1	-5.47112462006079	3	Coeur Dalene, Idaho, United States	US	USID	ID055	47.6777	-116.78	379485	0								3	Coeur Dalene, Idaho, United States	US	USID		47.6777	-116.78	379485	20171105050000	http://www.kxly.com/news/police-chief-says-justice-was-served-in-renfro-trial-1/651814914
704011274	20171105	201711	2017	2017.8356	COP	SECURITY FORCE						COP													1	154	154	15	4	-7.2	10	1	10	1	1	Puerto Rico	RQ	RQ		18.2359	-66.4838	RQ	0								1	Puerto Rico	RQ	RQ		18.2359	-66.4838	RQ	20171105050000	http://wwlp.com/2017/11/04/15-barnes-airmen-to-assist-with-relief-efforts-in-puerto-rico/
704011275	20171105	201711	2017	2017.8356	COP	DEPUTY						COP													1	173	173	17	4	-5.0	2	1	2	-5.03432494279176	2	New York, United States	US	USNY		42.1497	-74.9384	NY	0								4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20171105050000	https://www.yahoo.com/news/paul-manafort-trial-everything-know-110002999.html
704011276	20171105	201711	2017	2017.8356	COP	POLICE						COP													1	193	193	19	4	-10.0	5	1	5	-7.40740740740741	2	Louisiana, United States	US	USLA		31.1801	-91.8749	LA	0								2	Louisiana, United States	US	USLA		31.1801	-91.8749	LA	20171105050000	http://wric.com/2017/11/03/police-teenager-shoots-dog-kills-grandmother-by-accident/
704011277	20171105	201711	2017	2017.8356	COP	POLICE						COP													1	193	193	19	4	-10.0	5	1	5	-8.23529411764706	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	0								2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	20171105050000	http://abc11.com/durham-police-woman-injured-in-drive-by-shooting/2605044/
704011278	20171105	201711	2017	2017.8356	COP	SECURITY OFFICER						COP			GOV	PRESIDENT						GOV			0	057	057	05	1	8.0	10	1	10	-1.68421052631579	1	Nigeria	NI	NI		10	8	NI	1	Nigeria	NI	NI		10	8	NI	1	Nigeria	NI	NI		10	8	NI	20171105050000	http://www.businessdayonline.com/2018-budget-security-lapses-caused-delayed-presentation/
704011279	20171105	201711	2017	2017.8356	COP	POLICE						COP			LAB	WORKER						LAB			1	173	173	17	4	-5.0	20	1	10	-4.24242424242424	4	Pune, Maharashtra, India	IN	IN16	70178	18.5333	73.8667	-2108361	4	Pune, Maharashtra, India	IN	IN16	70178	18.5333	73.8667	-2108361	4	Pune, Maharashtra, India	IN	IN16	70178	18.5333	73.8667	-2108361	20171105050000	https://timesofindia.indiatimes.com/city/pune/opponents-call-mns-action-against-vendors-a-stunt/articleshow/61515001.cms
704011280	20171105	201711	2017	2017.8356	COP	ARMED POLICE						COP			MIL	ARMY						MIL			1	050	050	05	1	3.5	10	1	10	0.26525198938992	4	Solukhumbu, Nepal (general), Nepal	NP	NP00	22356	27.75	86.75	-1022635	4	Solukhumbu, Nepal (general), Nepal	NP	NP00	22356	27.75	86.75	-1022635	4	Solukhumbu, Nepal (general), Nepal	NP	NP00	22356	27.75	86.75	-1022635	20171105050000	http://kathmandupost.ekantipur.com/news/2017-11-05/districts-asked-for-poll-supply-plan.html
704011281	20171105	201711	2017	2017.8356	COP	POLICE						COP			OPP	ACTIVIST						OPP			0	010	010	01	1	0.0	10	1	10	-3.03030303030303	4	Salisbury, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	4	Salisbury, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	4	Salisbury, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	20171105050000	http://www.wccbcharlotte.com/2017/11/04/salisbury-police-investigate-homicide-shooting-outside-fast-food-restaurant/
704011282	20171105	201711	2017	2017.8356	COP	POLICE CHIEF						COP			SAUGOV	ABDULLAH	SAU					GOV			1	173	173	17	4	-5.0	6	1	6	-5.26315789473684	4	Selangor, Selangor, Malaysia	MY	MY12	18585	3.35	101.25	-2405315	4	Selangor, Selangor, Malaysia	MY	MY12	18585	3.35	101.25	-2405315	4	Selangor, Selangor, Malaysia	MY	MY12	18585	3.35	101.25	-2405315	20171105050000	http://www.freemalaysiatoday.com/category/nation/2017/11/05/datuk-seri-to-be-charged-with-drug-offence/
704011283	20171105	201711	2017	2017.8356	COP	SECURITY FORCE						COP			UAF	MILITANT						UAF			0	190	190	19	4	-10.0	10	1	10	-11.4649681528662	0								0								0								20171105050000	http://www.firstpost.com/india/indian-army-foils-infiltration-bid-kills-two-militants-in-uri-sector-of-jammu-and-kashmir-search-operation-underway-4193761.html
704011284	20171105	201711	2017	2017.8356	COP	SECURITY FORCE						COP			UAF	MILITANT						UAF			1	190	190	19	4	-10.0	10	1	10	-14.7435897435898	4	Baramulla, Jammu and Kashmir, India	IN	IN12	72789	34.5667	74.75	-2090422	4	Baramulla, Jammu and Kashmir, India	IN	IN12	72789	34.5667	74.75	-2090422	4	Baramulla, Jammu and Kashmir, India	IN	IN12	72789	34.5667	74.75	-2090422	20171105050000	http://www.indiatvnews.com/news/india-army-foils-infiltration-bid-in-uri-sector-two-militants-killed-410326
704011285	20171105	201711	2017	2017.8356	COP	TROOPER						COP			USA	UNITED STATES	USA								1	020	020	02	1	3.0	2	1	2	-5.12048192771085	3	Bell County, Texas, United States	US	USTX	TX027	31.0502	-97.4669	1383799	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20171105050000	http://www.easttexasmatters.com/news/local-news/dps-trooper-dies-in-line-of-duty-crash/851347039
704011286	20171105	201711	2017	2017.8356	COP	POLICE						COP			USA	ARKANSAS	USA								1	0214	021	02	1	3.4	2	1	2	-6.27450980392156	3	Batesville, Arkansas, United States	US	USAR	AR063	35.7698	-91.641	76245	2	Arkansas, United States	US	USAR		34.9513	-92.3809	AR	3	Batesville, Arkansas, United States	US	USAR	AR063	35.7698	-91.641	76245	20171105050000	http://harrisondaily.com/news/state/update-name-of-batesville-officer-shot-released/article_cfb8f05e-5d89-5213-9c4b-0cc851f61d7f.html
704011287	20171105	201711	2017	2017.8356	COP	POLICE						COP			USA	UNITED STATES	USA								0	171	171	17	4	-9.2	2	1	1	-2.04081632653061	3	Stonestown, California, United States	US	USCA	CA075	37.7283	-122.479	1659878	3	Stonestown, California, United States	US	USCA	CA075	37.7283	-122.479	1659878	3	Stonestown, California, United States	US	USCA	CA075	37.7283	-122.479	1659878	20171105050000	http://www.kiro7.com/news/trending-now/thieves-steal-more-than-300-new-iphonexs-1/639494961
704011288	20171105	201711	2017	2017.8356	COP	POLICE						COP			USA	UNITED STATES	USA								0	171	171	17	4	-9.2	2	1	1	-2.04081632653061	3	San Francisco, California, United States	US	USCA	CA075	37.7749	-122.419	277593	3	Stonestown, California, United States	US	USCA	CA075	37.7283	-122.479	1659878	3	Stonestown, California, United States	US	USCA	CA075	37.7283	-122.479	1659878	20171105050000	http://www.kiro7.com/news/trending-now/thieves-steal-more-than-300-new-iphonexs-1/639494961
704011289	20171105	201711	2017	2017.8356	COP	POLICE						COP			USA	CHARLOTTE	USA								1	182	182	18	4	-9.5	5	1	5	-11.864406779661	0								0								0								20171105050000	http://www.wbtv.com/story/36765429/police-wife-stabs-husband-in-north-charlotte
704011290	20171105	201711	2017	2017.8356	CRM	CRIMINAL						CRM			CVLEDU	COMMUNITY						CVL	EDU		1	030	030	03	1	4.0	6	1	6	1.45161290322581	3	Westchester Community College, New York, United States	US	USNY	NY119	41.0687	-73.7907	970902	3	Westchester Community College, New York, United States	US	USNY		41.0687	-73.7907	970902	3	Westchester Community College, New York, United States	US	USNY		41.0687	-73.7907	970902	20171105050000	https://learn.org/articles/Corrections_Officer_Training_Which_New_York_City_Schools_Offer_Corrections_Officer_Training_and_Degrees.html
704011291	20171105	201711	2017	2017.8356	CRM	ILLEGAL IMMIGRANT						CRM			LBY	LIBYA	LBY								1	043	043	04	1	2.8	10	1	10	-5.55555555555555	4	Tripoli, Tarabulus, Libya	LY	LY61	19101	32.8925	13.18	-3178767	4	Tripoli, Tarabulus, Libya	LY	LY61	19101	32.8925	13.18	-3178767	4	Tripoli, Tarabulus, Libya	LY	LY61	19101	32.8925	13.18	-3178767	20171105050000	http://nripress.com/200-migrants-rescued-off-libyan-coast/
704011292	20171105	201711	2017	2017.8356	CRM	CRIMINAL						CRM			USA	UNITED STATES	USA								1	030	030	03	1	4.0	4	1	4	1.45161290322581	3	Westchester Community College, New York, United States	US	USNY	NY119	41.0687	-73.7907	970902	3	Westchester Community College, New York, United States	US	USNY		41.0687	-73.7907	970902	3	Westchester Community College, New York, United States	US	USNY		41.0687	-73.7907	970902	20171105050000	https://learn.org/articles/Corrections_Officer_Training_Which_New_York_City_Schools_Offer_Corrections_Officer_Training_and_Degrees.html
704011293	20171105	201711	2017	2017.8356	CUB	CUBA	CUB								MIL	NAVAL						MIL			0	139	139	13	3	-7.0	2	1	2	-5.38116591928251	3	Dallas, Texas, United States	US	USTX	TX113	32.7831	-96.8067	1380944	1	Cuba	CU	CU		22	-79.5	CU	1	Cuba	CU	CU		22	-79.5	CU	20171105050000	http://www.palmbeachpost.com/news/opinion/point-view-jfk-assassination-and-the-umbrella-man/tbNVRT4YQZ4gvMIy831OpK/
704011294	20171105	201711	2017	2017.8356	CUB	CUBA	CUB								MIL	NAVAL						MIL			0	139	139	13	3	-7.0	8	1	8	-5.38116591928251	1	Cuba	CU	CU		22	-79.5	CU	1	Cuba	CU	CU		22	-79.5	CU	1	Cuba	CU	CU		22	-79.5	CU	20171105050000	http://www.palmbeachpost.com/news/opinion/point-view-jfk-assassination-and-the-umbrella-man/tbNVRT4YQZ4gvMIy831OpK/
704011295	20171105	201711	2017	2017.8356	CVL	RESIDENTS						CVL													0	012	012	01	1	-0.4	3	1	3	0	3	Augusta County, Virginia, United States	US	USVA	VA015	38.1668	-79.1164	1480098	0								3	Augusta County, Virginia, United States	US	USVA		38.1668	-79.1164	1480098	20171105050000	http://www.dailyprogress.com/newsvirginian/news/politics/though-still-favored-to-win-gop-incumbent-faces-toughtest-test/article_2c90ccd4-c1c4-11e7-9384-df301c1958bb.html
704011296	20171105	201711	2017	2017.8356	CVL	VOTER						CVL													0	014	014	01	1	0.0	5	1	5	0.26246719160105	1	Afghanistan	AF	AF		33	66	AF	0								1	Afghanistan	AF	AF		33	66	AF	20171105050000	Shamshad TV, Kabul/BBC Monitoring/(c) BBC
704011297	20171105	201711	2017	2017.8356	CVL	RESIDENTS						CVL													0	020	020	02	1	3.0	6	1	6	3.18181818181818	3	Ebenezer Baptist Church, Virginia, United States	US	USVA	VA009	37.5382	-79.047	1466148	0								3	Ebenezer Baptist Church, Virginia, United States	US	USVA		37.5382	-79.047	1466148	20171105050000	http://www.dailyadvance.com/frontpage/2017/11/05/Holly-Days-bustles-with-vendors-buyers.html
704011298	20171105	201711	2017	2017.8356	CVL	VOTER						CVL													0	020	020	02	1	3.0	4	1	4	0	3	Waynesboro, Virginia, United States	US	USVA	VA820	38.0685	-78.8895	1500288	0								3	Waynesboro, Virginia, United States	US	USVA	VA820	38.0685	-78.8895	1500288	20171105050000	http://www.dailyprogress.com/newsvirginian/news/politics/though-still-favored-to-win-gop-incumbent-faces-toughtest-test/article_2c90ccd4-c1c4-11e7-9384-df301c1958bb.html
704011299	20171105	201711	2017	2017.8356	CVL	VOTER						CVL													0	020	020	02	1	3.0	6	1	6	0	3	Waynesboro, Virginia, United States	US	USVA	VA820	38.0685	-78.8895	1500288	0								2	Virginia, United States	US	USVA		37.768	-78.2057	VA	20171105050000	http://www.dailyprogress.com/newsvirginian/news/politics/though-still-favored-to-win-gop-incumbent-faces-toughtest-test/article_2c90ccd4-c1c4-11e7-9384-df301c1958bb.html
704011300	20171105	201711	2017	2017.8356	CVL	SETTLEMENT						CVL													1	020	020	02	1	3.0	10	1	10	-3.92156862745099	1	Syria	SY	SY		35	38	SY	0								1	Syria	SY	SY		35	38	SY	20171105050000	http://en.apa.az/world-news/cis-countries-news/kremlin-syrian-settlement-is-considered-as-a-topic-for-putin-trump-meeting.html
704011301	20171105	201711	2017	2017.8356	CVL	RESIDENTS						CVL													0	020	020	02	1	3.0	4	1	4	3.18181818181818	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	0								2	Virginia, United States	US	USVA		37.768	-78.2057	VA	20171105050000	http://www.dailyadvance.com/frontpage/2017/11/05/Holly-Days-bustles-with-vendors-buyers.html
704011302	20171105	201711	2017	2017.8356	CVL	PROPERTY OWNER						CVL													0	030	030	03	1	4.0	10	1	10	-0.4861448711716	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	0								2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	20171105050000	http://www.statesville.com/news/state/ap/landowners-awaiting-payment-following-court-decision/article_34526203-a6c7-52ce-8ba0-0c1c999b6623.html
704011303	20171105	201711	2017	2017.8356	CVL	RESIDENTS						CVL													1	043	043	04	1	2.8	4	1	4	-5.26315789473684	4	Chennai, Tamil Nadu, India	IN	IN25	70251	13.0833	80.2833	-2103041	0								4	Chennai, Tamil Nadu, India	IN	IN25	70251	13.0833	80.2833	-2103041	20171105050000	https://timesofindia.indiatimes.com/city/chennai/people-shift-out-as-panic-rains-down/articleshow/61513880.cms
704011304	20171105	201711	2017	2017.8356	CVL	RESIDENTS						CVL													0	071	071	07	2	7.4	6	1	6	3.18181818181818	3	Ebenezer Baptist Church, Virginia, United States	US	USVA	VA009	37.5382	-79.047	1466148	0								3	Ebenezer Baptist Church, Virginia, United States	US	USVA		37.5382	-79.047	1466148	20171105050000	http://www.dailyadvance.com/frontpage/2017/11/05/Holly-Days-bustles-with-vendors-buyers.html
704011305	20171105	201711	2017	2017.8356	CVL	VOTER						CVL													0	071	071	07	2	7.4	4	1	4	0	3	Waynesboro, Virginia, United States	US	USVA	VA820	38.0685	-78.8895	1500288	0								3	Waynesboro, Virginia, United States	US	USVA	VA820	38.0685	-78.8895	1500288	20171105050000	http://www.dailyprogress.com/newsvirginian/news/politics/though-still-favored-to-win-gop-incumbent-faces-toughtest-test/article_2c90ccd4-c1c4-11e7-9384-df301c1958bb.html
704011306	20171105	201711	2017	2017.8356	CVL	VOTER						CVL													0	071	071	07	2	7.4	6	1	6	0	3	Waynesboro, Virginia, United States	US	USVA	VA820	38.0685	-78.8895	1500288	0								2	Virginia, United States	US	USVA		37.768	-78.2057	VA	20171105050000	http://www.dailyprogress.com/newsvirginian/news/politics/though-still-favored-to-win-gop-incumbent-faces-toughtest-test/article_2c90ccd4-c1c4-11e7-9384-df301c1958bb.html
704011307	20171105	201711	2017	2017.8356	CVL	RESIDENTS						CVL													0	071	071	07	2	7.4	4	1	4	3.18181818181818	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	0								2	Virginia, United States	US	USVA		37.768	-78.2057	VA	20171105050000	http://www.dailyadvance.com/frontpage/2017/11/05/Holly-Days-bustles-with-vendors-buyers.html
704011308	20171105	201711	2017	2017.8356	CVL	COMMUNITY						CVL													1	090	090	09	2	-2.0	6	1	6	-1.49597238204833	4	Mathare, Kenya (general), Kenya	KE	KE00	18585	-1.25	36.9	-2255445	0								4	Mathare, Kenya (general), Kenya	KE	KE00	18585	-1.25	36.9	-2255445	20171105050000	http://www.kdrtv.com/inside-kenyas-most-guarded-kcse-exam/
704011309	20171105	201711	2017	2017.8356	CVL	HUNTER						CVL													0	114	114	11	3	-2.0	10	1	10	-1.58550396375991	3	Oak Grove, Minnesota, United States	US	USMN	MN003	45.3408	-93.3269	1669536	0								3	Oak Grove, Minnesota, United States	US	USMN		45.3408	-93.3269	1669536	20171105050000	http://www.startribune.com/even-when-deer-are-absent-alertness-required-by-hunting-is-satisfying/455265093/
704011310	20171105	201711	2017	2017.8356	CVL	NEIGHBORHOOD						CVL													1	190	190	19	4	-10.0	2	1	2	-7.07964601769911	3	Chesterfield County, Virginia, United States	US	USVA	VA041	37.3835	-77.5997	1480111	0								3	Chesterfield County, Virginia, United States	US	USVA		37.3835	-77.5997	1480111	20171105050000	http://wtvr.com/2017/11/05/woman-tired-of-illegal-signs-near-neighborhood-its-blight/
704011311	20171105	201711	2017	2017.8356	CVL	COMMUNITY						CVL			BUS	CHAMBER OF COMMERCE						BUS			1	040	040	04	1	1.0	10	1	10	1.78770949720671	0								0								0								20171105050000	http://www.tdtnews.com/news/article_18b3a546-c1ca-11e7-abe4-978beeba611f.html
704011312	20171105	201711	2017	2017.8356	CVL	CITIZEN						CVL			BUS	BOSS						BUS			1	051	051	05	1	3.4	10	1	10	0	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20171105050000	http://www.dailyprogress.com/newsvirginian/opinion/letters/letters-to-the-editor-for-sunday-nov/article_eb70a034-c1c9-11e7-809a-c304a799a1ac.html
704011313	20171105	201711	2017	2017.8356	CVL	POPULATION						CVL			CHN	CHINESE	CHN								1	042	042	04	1	1.9	2	1	2	-5.3968253968254	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	20171105050000	http://www.freepressjournal.in/world/china-extends-new-law-on-anthem-to-hong-kong/1165155
704011314	20171105	201711	2017	2017.8356	CVL	COMMUNITY						CVL			HLH	HOSPITAL						HLH			1	173	173	17	4	-5.0	5	1	5	-2.52525252525253	0								0								0								20171105050000	http://vanderbilthustler.com/featured/suspect-of-shooting-at-va-hospital-in-custody.html
704011315	20171105	201711	2017	2017.8356	CVL	RESIDENTS						CVL			IND	CHENNAI	IND								1	043	043	04	1	2.8	6	1	6	-5.26315789473684	4	Chennai, Tamil Nadu, India	IN	IN25	70251	13.0833	80.2833	-2103041	4	Chennai, Tamil Nadu, India	IN	IN25	70251	13.0833	80.2833	-2103041	4	Chennai, Tamil Nadu, India	IN	IN25	70251	13.0833	80.2833	-2103041	20171105050000	https://timesofindia.indiatimes.com/city/chennai/people-shift-out-as-panic-rains-down/articleshow/61513880.cms
704011316	20171105	201711	2017	2017.8356	CVL	RESIDENTS						CVL			JUD	JUDGE						JUD			0	040	040	04	1	1.0	2	1	2	0.34562211981567	3	Bell County, Texas, United States	US	USTX	TX027	31.0502	-97.4669	1383799	3	Bell County, Texas, United States	US	USTX		31.0502	-97.4669	1383799	3	Bell County, Texas, United States	US	USTX		31.0502	-97.4669	1383799	20171105050000	http://www.tdtnews.com/news/article_3a1d51a2-c1dc-11e7-a5ea-53dd04943c15.html
704011317	20171105	201711	2017	2017.8356	CVL	NEIGHBORHOOD						CVL			USA	UNITED STATES	USA								0	020	020	02	1	3.0	4	1	4	-7.07964601769911	3	Chesterfield County, Virginia, United States	US	USVA	VA041	37.3835	-77.5997	1480111	3	Chesterfield County, Virginia, United States	US	USVA		37.3835	-77.5997	1480111	3	Chesterfield County, Virginia, United States	US	USVA		37.3835	-77.5997	1480111	20171105050000	http://wtvr.com/2017/11/05/woman-tired-of-illegal-signs-near-neighborhood-its-blight/
704011318	20171105	201711	2017	2017.8356	CVL	INDIGENOUS PEOPLE						CVL			USA	COLUMBUS	USA								1	141	141	14	3	-6.5	2	1	2	-1.04302477183833	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20171105050000	http://www.wataugademocrat.com/opinion/kathleen-parker-statuary-brawl/article_194fdaa2-0f2f-5c2c-ac53-d2fd4c16e4d3.html
704011319	20171105	201711	2017	2017.8356	CVL	SCIENTIST						CVL			USAEDU	NORTH CAROLINA	USA					EDU			1	020	020	02	1	3.0	3	1	3	-2.36326806212019	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20171105050000	http://gearsofbiz.com/why-climate-scientists-are-obsessed-with-two-mysterious-boulders-in-the-bahamas/174009
